edge_1,edge_2,length
47,40,9
32,45,16
5,13,23
10,4,16
8,10,4
18,25,13
9,21,14
4,13,17
25,2,14
49,34,19
9,41,12
48,0,23
41,34,2
36,18,7
24,45,10
2,15,17
37,11,10
10,1,14
29,21,18
29,41,4
8,19,10
12,35,17
26,46,19
40,23,13
11,5,13
45,29,7
7,3,24
19,4,13
47,41,20
46,15,10
15,7,15
22,11,19
38,4,13
23,5,12
12,24,21
36,34,12
14,49,9
24,27,14
42,22,13
34,46,8
47,1,15
17,11,12
4,15,7
36,2,6
22,14,14
11,21,13
9,3,16
43,48,16
4,35,16
39,28,14
1,8,9
32,29,15
39,8,10
44,39,5
28,17,8
23,20,7
47,9,13
14,20,18
48,25,10
23,25,11
27,46,16
47,12,13
32,32,19
21,4,1
37,48,19
25,7,12
15,47,22
34,22,10
27,38,21
9,2,9
28,46,17
40,43,10
45,1,6
43,11,25
18,21,11
46,16,10
12,49,13
29,12,17
38,18,12
44,28,13
36,4,13
34,48,17
46,45,10
29,9,8
28,23,12
17,32,9
21,48,22
38,12,11
8,45,12
46,19,5
46,2,10
32,16,16
14,37,16
25,35,23
31,48,12
21,14,11
14,33,22
44,40,15
23,30,12
25,3,21
46,30,11
24,2,13
14,43,18
23,42,4
40,25,9
27,34,12
21,12,4
46,26,13
6,15,14
43,23,22
4,23,13
10,40,14
48,42,4
40,47,7
0,39,5
17,8,8
45,27,8
5,39,22
34,10,6
15,32,7
48,12,7
41,36,7
8,5,18
27,41,18
19,49,10
37,0,19
29,16,12
14,47,14
1,16,13
27,32,18
48,37,6
1,19,12
45,10,3
22,18,15
19,23,11
2,37,4
30,14,10
21,23,14
14,39,15
29,33,14
0,42,7
44,11,11
41,41,10
22,26,13
6,35,7
11,9,14
48,47,6
36,33,13
29,20,13
44,0,20
1,23,7
22,17,19
32,5,16
2,21,13
33,32,18
38,9,12
8,1,15
4,39,14
32,30,21
33,47,6
26,28,9
13,49,12
33,26,10
43,33,13
38,46,10
12,15,25
17,46,9
19,46,14
38,27,15
44,21,10
32,9,15
27,22,18
17,9,3
6,27,20
32,20,18
20,23,9
43,9,21
40,11,8
25,16,23
21,25,18
29,5,18
34,0,20
25,20,26
5,47,6
13,4,14
48,45,8
26,5,15
26,27,14
29,42,9
46,14,9
30,5,20
24,29,17
30,4,17
5,32,6
36,28,7
0,9,5
42,30,11
23,35,6
15,34,20
7,43,28
31,19,7
45,13,8
32,25,17
14,40,8
21,7,6
37,32,15
44,27,17
45,6,6
14,23,15
33,14,6
45,33,19
44,42,10
21,37,10
40,38,15
31,40,15
26,26,15
28,11,15
23,27,5
20,40,19
49,44,8
41,31,13
19,31,18
27,44,8
48,15,15
37,45,2
21,19,3
23,41,8
43,49,19
22,0,28
19,43,16
6,23,19
20,43,13
4,3,14
1,36,12
21,22,11
40,7,10
36,29,8
37,19,5
45,26,9
35,24,11
28,31,10
6,7,11
8,39,16
14,45,10
24,33,10
25,31,27
17,38,3
49,18,17
9,30,10
11,32,12
49,19,9
47,13,18
7,12,13
37,23,14
30,15,22
26,11,18
29,10,12
15,17,27
49,21,18
28,47,9
34,2,11
1,41,5
1,39,9
2,1,9
1,33,15
8,11,10
12,21,25
33,46,14
14,6,12
4,20,18
18,6,7
15,18,23
33,31,5
12,44,16
43,4,10
44,36,18
37,22,15
35,8,7
42,33,11
38,7,13
28,30,17
10,19,11
49,41,17
24,3,20
35,29,11
39,30,19
45,19,14
8,18,13
7,11,27
44,32,18
2,18,9
20,13,17
2,20,12
44,22,14
25,41,28
46,31,8
15,35,11
32,35,4
7,16,12
45,24,15
46,20,15
45,25,8
40,29,7
13,18,14
14,19,15
5,20,12
46,37,8
8,8,5
32,41,19
15,9,22
47,38,24
22,15,24
7,27,23
29,34,6
23,18,3
47,31,10
2,4,14
14,0,25
15,37,25
15,49,16
42,3,17
20,18,12
1,27,12
18,22,5
1,44,9
47,43,19
35,33,18
23,37,1
44,26,13
34,47,11
21,20,19
28,2,16
47,29,16
13,28,10
11,3,14
22,31,22
10,36,10
12,14,16
11,28,7
30,29,12
43,10,17
18,5,18
19,44,10
15,28,19
0,15,15
24,48,20
30,6,17
49,1,14
1,38,21
29,2,16
40,27,9
11,39,8
41,15,16
22,39,17
38,2,20
29,18,8
9,11,9
36,42,4
34,34,11
25,43,25
42,37,14
41,14,4
14,26,4
23,40,10
42,44,15
21,8,10
21,0,27
32,13,17
20,39,11
22,44,14
33,9,12
4,6,11
20,5,11
19,14,10
25,44,19
18,15,12
10,41,19
45,47,11
36,6,10
22,38,22
31,25,10
6,3,20
17,23,10
48,23,8
4,21,7
35,36,14
21,32,13
12,29,8
6,32,18
24,32,12
43,32,15
12,0,26
38,32,15
42,49,12
22,32,14
38,28,16
37,33,16
2,43,16
45,45,6
13,3,22
26,21,17
9,8,5
18,44,12
20,36,14
15,33,29
21,21,5
14,27,3
49,29,15
21,13,18
17,35,6
47,48,19
2,25,14
41,39,4
36,16,7
45,36,13
19,6,9
43,8,16
43,35,15
32,1,14
38,22,12
19,48,19
26,30,26
11,41,10
31,18,12
7,17,23
34,43,13
2,42,6
18,28,16
34,13,11
35,26,14
6,49,12
8,43,14
14,44,11
28,9,11
0,47,6
24,40,19
30,10,14
44,48,18
43,21,9
6,41,18
48,26,6
35,32,15
47,8,12
12,38,20
30,12,19
0,24,10
28,33,20
44,30,19
30,46,14
26,39,11
18,11,19
29,47,11
31,9,8
2,24,12
39,23,8
34,30,12
27,48,20
22,28,18
30,25,19
8,17,9
48,18,11
14,46,19
48,36,4
17,47,1
49,16,15
21,27,14
34,41,14
40,34,5
11,26,7
29,48,17
44,6,16
35,14,13
40,10,2
47,26,15
1,18,9
35,3,23
18,35,8
30,45,11
0,18,6
10,42,6
38,10,12
8,7,12
44,25,14
13,23,13
25,40,27
12,12,16
11,13,12
31,43,9
33,27,9
12,8,10
45,34,8
25,18,20
12,25,14
10,44,12
23,44,2
27,26,1
7,18,8
8,33,16
17,40,10
47,30,18
17,12,14
12,41,12
37,15,13
23,39,2
26,3,32
49,28,9
39,20,5
13,11,15
40,20,10
42,23,16
8,2,15
14,30,21
30,48,20
11,22,12
28,45,12
31,33,15
7,5,26
29,11,9
29,1,9
29,19,11
21,29,12
41,22,10
28,39,14
15,38,30
10,33,16
39,48,19
40,13,9
37,13,10
7,35,16
46,35,11
46,22,2
44,24,10
24,6,11
10,37,12
10,48,14
25,6,18
5,10,15
27,27,15
6,45,16
6,31,12
7,24,12
28,29,6
42,31,12
13,6,5
1,35,13
26,44,7
12,42,15
37,3,17
13,40,13
11,18,12
30,11,9
42,45,16
22,16,18
26,45,6
13,16,5
25,33,22
24,24,8
49,43,16
11,38,18
6,30,14
32,0,25
38,11,13
1,14,9
42,34,13
31,28,12
37,18,10
15,20,25
31,26,12
43,42,8
6,2,13
19,37,9
40,14,9
40,39,9
36,13,12
34,19,6
49,6,17
34,24,13
17,34,12
9,5,10
0,11,6
24,13,18
15,43,25
0,38,17
38,36,15
1,30,18
30,30,17
5,31,15
24,47,14
47,16,1
22,10,10
11,20,13
38,13,9
22,42,15
27,12,14
49,22,19
9,20,10
39,17,19
21,47,16
37,21,11
20,8,6
45,32,15
23,7,3
40,16,8
10,9,7
15,29,22
37,37,12
25,26,18
0,44,5
1,21,19
15,25,24
27,15,11
18,32,16
36,46,10
28,38,11
48,48,12
18,0,28
45,43,10
47,3,24
34,1,9
5,19,9
36,41,12
37,44,1
36,11,12
11,30,8
27,47,14
15,13,24
48,39,10
33,40,12
12,4,22
17,30,13
26,7,8
19,7,3
46,7,8
23,14,2
10,45,8
29,3,23
37,35,5
46,24,5
0,1,6
5,29,17
49,20,15
39,14,10
40,46,13
40,21,4
4,25,17
43,20,16
30,8,15
11,0,9
2,0,23
30,40,18
35,28,8
0,19,8
33,1,12
13,21,13
38,25,11
35,16,12
17,4,11
20,33,18
21,1,16
30,26,14
11,14,3
39,12,9
25,13,27
11,11,12
4,42,13
28,0,24
31,12,8
19,18,11
47,17,21
41,47,8
18,18,9
27,28,10
1,17,18
36,43,14
46,32,15
21,17,18
18,2,11
5,8,16
42,35,7
49,47,14
22,34,15
33,7,7
1,28,13
43,1,20
41,33,11
5,18,12
44,19,13
31,46,14
23,34,10
24,4,6
14,9,15
26,43,16
21,30,9
5,44,19
34,6,9
19,16,14
37,38,16
20,0,21
10,43,10
31,16,7
30,42,12
42,24,6
1,45,10
12,23,14
42,21,11
7,29,21
11,17,15
39,34,8
4,19,2
20,7,12
45,16,12
19,28,14
0,36,8
6,40,11
36,21,13
25,25,24
25,32,19
30,43,21
32,19,15
13,26,4
1,31,8
17,45,4
45,39,5
1,29,1
24,20,19
46,39,14
39,5,16
18,4,6
32,22,21
20,1,12
14,41,13
7,40,20
33,49,9
48,10,9
6,10,13
24,19,8
18,17,15
44,29,7
38,0,22
0,37,4
48,3,9
48,20,12
42,39,18
9,44,6
13,33,15
32,15,12
19,34,11
14,36,18
24,37,11
24,41,21
11,33,13
17,17,13
17,21,10
45,42,9
2,12,5
48,11,14
12,9,16
2,11,14
35,21,8
23,8,7
11,43,14
40,1,6
37,6,8
14,22,20
13,0,24
45,3,26
5,15,15
37,43,12
17,28,7
17,44,8
23,9,12
28,12,10
25,28,23
0,49,8
34,21,16
22,7,7
7,8,17
29,23,6
26,10,9
20,10,5
41,38,16
27,0,24
36,32,3
1,34,7
31,41,19
26,31,19
2,10,9
39,39,10
31,4,5
17,43,14
21,33,12
23,22,8
28,49,13
13,48,14
8,15,16
8,4,17
29,32,11
18,7,9
22,21,16
7,13,23
27,43,17
45,23,13
0,41,1
48,5,15
10,26,11
21,18,14
2,41,14
13,2,15
28,48,18
37,10,5
1,12,8
30,19,11
11,48,21
38,34,10
23,11,11
36,7,4
19,30,6
11,46,10
46,23,16
1,40,17
24,30,14
33,30,14
10,3,23
24,36,9
37,26,5
30,23,8
18,13,15
18,27,15
18,23,17
32,14,17
29,31,17
32,3,27
9,40,14
41,28,8
39,18,10
19,35,14
41,37,3
14,32,19
36,45,4
8,27,16
40,28,4
37,25,10
35,30,17
31,22,16
26,13,14
7,44,20
7,45,19
15,4,20
4,26,11
49,32,19
2,23,6
38,24,15
28,35,8
25,12,19
24,15,5
5,0,31
47,46,11
22,13,22
28,25,5
8,36,14
19,12,10
39,44,10
35,20,14
41,44,4
19,20,17
4,36,9
37,12,10
20,49,8
41,9,4
8,21,16
0,8,5
35,5,12
48,4,9
43,12,8
20,37,10
25,9,22
43,5,9
31,15,12
34,3,18
4,14,12
9,22,8
48,41,9
27,19,14
29,46,11
0,35,9
5,35,10
1,5,15
5,26,18
8,49,3
17,25,12
40,24,7
23,13,9
30,16,15
44,12,14
28,13,5
42,11,19
33,33,5
37,7,2
25,14,19
41,13,11
14,31,9
9,33,9
10,49,4
49,38,20
44,17,21
13,47,4
10,34,5
22,47,17
23,45,3
2,27,8
41,35,8
4,40,20
48,14,7
32,12,15
39,7,11
30,47,14
36,24,10
35,47,11
2,44,5
7,42,9
45,22,18
12,36,19
40,32,11
5,2,14
8,22,16
17,22,7
35,48,17
42,16,3
9,24,11
34,16,12
6,26,13
42,41,15
31,32,13
13,14,12
33,3,20
39,41,6
6,46,14
15,3,34
46,10,9
41,45,5
6,44,17
6,39,20
38,45,13
8,24,11
46,25,10
19,21,12
14,29,9
31,23,15
12,31,19
17,39,9
41,18,5
49,7,9
20,9,11
20,16,11
7,30,18
38,43,20
33,0,24
11,15,15
10,12,7
24,22,9
12,18,16
46,41,18
44,33,15
18,42,1
37,2,10
21,41,16
32,44,17
5,1,20
13,34,15
37,8,6
31,14,10
10,22,15
9,48,15
14,7,8
6,36,15
36,5,13
27,1,13
27,21,11
8,0,19
0,30,14
33,11,15
6,14,18
29,15,20
46,21,8
43,24,12
37,24,10
11,44,3
9,45,1
45,2,19
9,0,18
36,0,21
5,3,21
42,38,23
35,39,13
6,11,19
44,49,4
29,7,9
9,18,10
49,3,21
49,27,13
19,9,13
36,17,8
4,38,20
19,32,10
19,27,13
32,18,16
27,33,19
43,39,19
39,21,20
4,31,17
21,26,12
44,4,11
20,4,9
28,3,23
13,29,10
1,15,20
9,15,16
35,46,15
35,42,9
27,5,15
23,4,9
15,23,28
9,14,6
12,43,16
14,28,12
14,18,16
24,23,13
17,36,6
17,20,10
19,3,12
0,6,7
12,26,14
29,13,15
29,39,8
18,46,3
40,30,13
48,2,2
29,25,16
9,25,9
9,39,6
48,16,7
48,34,11
21,31,17
43,13,22
12,6,12
47,14,15
9,9,11
35,6,9
14,12,15
36,8,8
39,29,2
10,28,11
18,3,18
38,42,13
38,35,16
38,41,8
0,2,13
9,47,9
7,7,15
8,48,13
30,38,23
10,47,8
46,34,12
32,21,12
32,7,8
6,29,16
11,49,7
11,25,12
6,38,15
47,6,14
41,23,2
26,36,19
49,40,18
26,23,19
8,30,16
27,20,16
22,35,18
25,46,23
33,25,7
28,37,12
43,29,16
23,1,3
5,46,15
0,43,16
18,34,14
1,13,16
10,11,11
42,9,15
31,27,13
27,40,7
31,24,7
24,14,11
42,29,13
18,24,7
32,46,19
9,28,4
10,17,10
5,27,22
49,23,19
33,4,6
14,42,13
24,0,27
17,15,10
0,26,4
47,27,18
19,5,20
4,2,7
46,8,6
13,43,17
15,21,19
4,18,13
7,10,18
29,36,11
20,45,10
6,16,6
39,15,21
35,22,17
8,29,16
24,16,9
19,15,20
26,33,22
36,15,15
47,36,13
11,40,11
46,1,15
45,28,3
14,1,14
21,39,15
49,42,18
36,49,7
31,0,20
22,5,24
29,6,10
13,12,17
32,39,17
33,16,7
41,25,12
45,14,12
20,35,15
6,34,16
8,34,9
47,0,26
4,4,8
29,45,9
32,40,8
7,38,26
30,49,14
0,29,7
9,29,8
47,44,16
25,23,20
27,7,7
1,24,15
49,30,15
15,31,16
21,38,21
20,24,11
9,38,13
12,11,17
30,41,16
17,5,13
31,44,12
38,31,11
34,39,8
21,9,12
11,36,9
43,2,17
39,1,1
11,2,7
15,48,28
9,23,7
40,18,13
25,42,20
10,10,5
4,48,21
42,46,11
33,6,1
9,36,3
49,8,15
12,13,14
11,24,12
15,19,22
8,6,2
6,6,14
23,28,6
2,8,10
35,35,16
47,25,18
18,33,6
20,21,16
10,14,9
34,38,15
43,18,7
45,11,14
19,36,7
29,40,16
45,8,4
13,22,10
39,43,18
4,41,15
17,27,12
0,46,9
13,41,14
1,47,12
10,7,13
46,33,3
28,42,10
4,37,11
40,22,15
27,37,17
4,32,12
43,28,17
9,31,14
0,3,20
8,35,9
30,20,15
13,17,3
33,18,12
46,9,14
25,36,16
36,37,2
35,43,14
0,45,6
20,17,15
44,2,18
4,34,9
7,36,19
12,10,9
19,24,15
32,37,18
21,49,13
41,19,7
28,41,10
29,28,12
20,31,4
6,28,15
20,6,8
45,15,19
13,38,6
27,17,18
17,42,10
38,38,4
13,19,10
5,45,20
12,16,18
20,27,14
39,32,13
43,43,24
5,41,19
17,26,1
44,38,24
6,19,8
19,26,9
6,48,11
24,49,16
9,6,7
37,47,6
23,36,13
1,6,11
24,25,17
25,17,24
17,41,11
10,0,20
34,45,3
42,43,21
22,46,18
40,4,5
15,39,24
34,18,12
42,6,12
40,36,10
4,1,15
1,10,9
14,5,16
15,40,15
22,36,11
9,19,4
13,1,9
6,9,15
41,46,8
25,15,29
39,26,8
7,48,17
0,33,12
31,6,4
27,23,20
21,45,10
14,25,17
22,48,23
19,0,24
41,21,14
46,36,12
45,44,15
8,41,20
49,17,17
26,2,25
41,26,3
0,4,12
40,2,12
5,9,19
32,11,16
13,13,14
25,48,28
5,11,22
27,36,17
18,19,6
20,19,11
49,4,19
43,47,10
12,22,21
5,14,19
20,47,10
31,29,16
39,35,14
43,6,14
43,36,19
45,9,10
28,40,12
5,42,4
30,7,11
15,16,9
35,9,11
25,37,18
32,42,13
18,12,9
19,8,7
4,45,9
17,16,2
26,17,17
46,49,9
30,31,19
43,16,11
17,29,7
4,8,9
4,16,11
31,10,1
10,32,13
2,7,6
12,3,31
35,12,11
26,14,18
36,40,11
9,46,6
31,8,2
47,34,11
24,8,13
34,17,12
18,26,15
46,29,14
40,49,1
42,17,20
22,2,9
19,10,6
49,31,19
40,33,16
32,47,15
25,5,29
42,19,5
13,36,9
22,12,14
2,30,9
9,17,10
30,37,9
36,30,7
18,41,16
24,18,11
11,12,12
13,20,13
11,45,4
17,0,21
8,32,17
31,21,12
43,45,14
26,6,12
23,10,6
37,16,7
8,37,12
10,30,17
14,8,10
45,0,23
26,15,22
28,32,12
42,1,17
31,39,14
10,21,17
0,12,14
39,6,12
37,1,7
4,5,18
28,14,13
21,24,3
8,23,18
20,25,4
42,18,8
40,42,5
46,18,15
31,20,12
10,31,15
27,35,3
2,38,13
34,23,9
30,3,23
44,31,14
41,24,12
47,20,19
43,0,34
22,4,17
14,10,9
0,21,15
10,35,10
41,32,7
13,35,9
40,0,17
8,38,12
45,48,17
8,16,8
5,5,22
20,20,16
14,17,13
15,0,32
26,38,20
33,44,6
21,42,14
38,1,3
20,48,16
34,35,8
26,32,21
7,0,36
18,40,12
46,40,15
13,31,14
48,13,12
7,6,15
32,49,9
33,20,12
23,47,6
25,29,24
7,41,24
20,29,12
4,44,12
35,0,21
25,4,22
21,43,19
45,40,15
29,8,8
10,23,14
42,20,8
24,46,7
47,19,12
29,26,6
33,23,19
45,7,15
