edge_1,edge_2,length
23,16,3
14,15,4
4,0,5
39,10,6
16,8,4
37,39,3
35,7,3
34,7,3
15,1,5
38,19,2
13,9,3
1,9,3
21,16,2
39,16,5
35,4,4
29,4,5
5,22,4
33,22,2
2,22,4
23,32,4
48,44,4
30,21,1
49,13,5
42,13,4
0,5,4
46,17,4
48,35,4
37,40,2
10,16,4
15,22,2
39,22,3
23,15,2
7,15,5
30,27,5
41,7,5
46,13,4
33,36,5
37,36,5
35,11,3
3,49,5
7,49,4
41,1,2
5,28,5
16,16,4
0,32,4
27,8,4
23,2,4
49,11,4
22,19,4
8,25,3
3,33,5
41,16,5
47,15,4
7,32,5
38,23,4
4,24,6
20,44,4
40,8,4
28,20,4
36,31,3
5,7,4
41,5,3
26,42,6
36,19,1
8,26,5
26,12,6
42,12,4
44,23,2
22,37,4
15,5,5
34,42,4
48,49,2
45,18,2
46,4,2
49,15,4
26,0,2
18,29,4
12,47,3
25,30,4
21,34,5
33,34,4
49,36,5
26,35,5
36,12,4
7,46,5
20,41,4
29,14,1
28,8,5
25,21,5
2,47,2
49,2,2
29,30,4
15,36,5
31,36,5
27,49,5
34,40,3
13,25,4
23,12,6
32,4,1
1,22,3
25,24,6
5,6,5
27,6,3
33,21,2
8,13,6
15,30,3
19,42,3
44,34,4
4,11,5
47,49,4
12,1,4
23,46,4
26,16,4
47,22,3
21,15,5
26,24,6
16,0,5
48,31,4
33,2,3
33,17,4
36,35,2
18,38,3
26,19,3
19,19,3
35,40,5
26,18,2
24,43,3
11,16,3
20,14,3
13,27,5
25,27,5
15,6,4
44,37,3
2,36,6
45,35,2
49,48,1
39,25,4
4,43,5
1,43,4
21,28,3
34,4,2
48,24,7
15,44,1
17,10,5
6,8,6
2,39,3
38,3,4
14,3,4
19,45,6
10,5,3
9,34,4
49,35,2
8,28,4
36,26,4
16,4,5
14,24,3
34,29,4
39,37,4
14,13,5
33,13,5
1,1,3
23,26,5
7,22,2
8,14,4
17,14,4
46,27,5
37,27,5
11,31,3
9,7,4
6,5,5
1,42,4
21,35,4
35,38,5
25,38,6
33,48,4
4,9,3
49,33,4
43,26,2
40,41,4
28,4,4
11,27,2
48,27,6
39,0,3
38,39,4
18,20,3
38,47,4
40,45,6
28,1,4
23,38,4
17,18,4
1,3,5
44,47,5
6,13,5
45,5,4
20,34,2
12,34,3
31,11,2
26,1,5
41,17,4
2,17,4
41,48,3
28,43,2
6,12,3
16,41,3
20,15,4
23,23,5
6,24,6
14,21,3
41,42,3
37,34,4
40,9,2
4,33,5
8,12,6
19,22,4
28,27,5
43,44,3
20,3,6
42,2,3
24,42,5
30,34,3
5,36,4
31,49,4
31,1,5
40,40,2
49,25,4
9,43,3
42,4,2
11,4,3
0,22,2
27,29,4
5,21,2
46,11,3
32,48,4
28,19,3
30,9,2
45,12,1
48,46,3
13,32,4
26,8,1
34,20,3
44,13,6
34,36,5
6,33,4
44,15,4
35,23,3
15,27,4
22,24,5
19,29,5
49,5,4
47,5,3
13,42,4
28,34,2
23,49,5
24,1,4
16,48,3
47,18,3
33,12,3
46,0,5
32,6,1
43,3,4
39,2,5
43,30,3
46,5,3
24,11,3
29,49,5
26,49,3
19,1,2
48,17,5
14,48,2
6,18,3
49,9,4
18,9,1
33,43,3
23,33,4
44,16,4
26,22,3
12,32,4
2,14,3
23,24,4
10,6,2
3,10,4
47,21,3
12,39,4
36,20,4
0,31,5
11,7,4
16,45,6
35,13,5
30,13,4
3,5,3
21,5,5
40,5,4
21,36,5
44,35,3
19,38,4
12,48,4
1,48,4
7,19,5
9,32,4
7,23,3
46,44,3
27,39,2
37,20,2
27,3,5
44,45,5
13,5,6
20,11,1
33,38,3
4,28,4
16,26,3
20,26,4
22,41,4
22,22,5
44,3,4
15,2,5
42,5,3
1,11,1
44,1,4
19,17,5
25,19,4
44,46,4
49,14,5
42,14,3
45,21,2
7,47,4
11,37,2
2,5,3
40,17,3
27,25,5
40,26,3
2,46,2
15,41,3
33,29,2
24,31,1
20,42,5
15,11,2
27,11,3
31,17,3
35,19,1
23,19,3
8,40,5
9,26,5
0,16,2
43,41,4
27,24,4
21,6,4
25,10,5
15,8,6
6,21,5
37,5,3
39,36,4
47,11,2
5,48,5
40,48,5
19,40,4
2,33,4
38,26,5
4,46,4
33,41,3
9,27,5
0,0,3
44,44,3
36,44,4
24,21,3
23,31,5
7,2,4
8,42,6
18,36,5
2,35,3
24,38,3
27,18,4
12,27,6
17,6,5
48,7,4
33,5,4
43,19,3
16,9,2
30,33,5
37,4,5
40,15,3
38,44,3
8,44,4
15,10,5
3,20,3
36,3,5
14,2,3
25,34,4
24,35,2
31,35,2
1,4,4
28,22,4
5,24,7
8,31,5
18,45,5
5,17,5
5,43,3
37,28,4
5,4,6
48,22,4
41,6,1
21,10,2
41,10,4
18,8,3
39,31,3
30,2,2
12,5,4
5,34,5
37,49,5
36,48,3
10,25,2
36,9,4
6,43,4
9,12,5
46,12,3
44,14,3
34,27,4
0,10,4
42,8,4
4,30,4
24,5,1
29,17,4
40,19,3
48,43,3
3,26,4
48,32,3
28,44,3
41,29,4
44,20,2
40,3,5
43,31,4
44,7,1
17,13,6
44,43,4
29,43,6
1,26,4
8,46,5
38,14,3
41,27,4
17,24,5
49,0,5
10,29,3
49,39,3
18,31,4
29,37,4
13,30,4
47,42,4
31,38,3
23,48,5
7,9,3
42,32,1
36,23,5
35,27,5
0,27,6
18,10,4
21,3,5
23,3,4
38,30,3
32,34,4
42,36,4
32,17,4
18,48,4
39,40,4
22,43,4
12,28,4
47,28,3
43,15,2
34,32,1
38,8,4
39,47,5
28,5,4
22,49,6
30,17,3
11,19,2
0,28,1
2,28,4
5,12,5
20,46,4
39,46,5
5,23,5
49,24,5
21,2,4
15,42,6
14,34,4
4,17,4
0,17,2
20,38,4
36,38,1
48,19,3
47,40,3
36,25,1
2,9,2
26,41,4
14,4,5
20,32,2
2,32,2
29,27,6
40,44,2
26,29,4
35,10,5
36,10,2
25,2,3
32,45,4
4,13,5
5,13,1
49,34,3
3,48,4
18,25,2
9,41,4
10,4,5
48,0,4
8,10,4
9,21,4
24,45,5
11,5,3
3,42,5
41,34,4
37,11,3
10,1,3
12,35,5
8,19,3
36,18,4
26,46,4
29,41,6
47,41,2
19,4,5
46,15,3
2,15,4
40,23,3
45,29,2
29,21,4
7,3,5
15,7,1
23,5,5
36,34,3
22,11,4
14,49,4
38,4,4
42,22,3
24,27,4
12,24,4
3,3,5
36,2,3
17,11,5
47,1,1
43,48,4
34,46,3
4,15,5
22,14,2
11,21,4
9,3,5
16,36,6
28,17,4
4,35,5
47,9,4
39,28,4
32,29,3
1,8,5
39,8,2
44,39,3
14,20,4
23,20,3
15,47,4
25,7,4
9,2,3
27,38,2
37,48,6
23,25,5
48,25,5
47,12,3
27,46,2
21,4,5
34,22,3
32,32,2
46,45,4
43,11,2
12,49,3
45,1,3
21,48,3
34,48,5
38,18,4
29,9,4
40,43,1
16,33,5
44,28,3
29,12,4
28,46,3
46,16,2
36,4,5
17,32,5
28,23,3
18,21,4
46,2,3
24,2,3
14,37,4
8,45,5
46,30,4
23,30,5
16,34,4
16,17,4
25,35,5
31,48,5
46,19,2
44,40,3
14,43,5
14,33,6
38,12,3
32,16,1
21,14,4
25,3,5
16,7,4
23,42,6
27,34,4
10,40,3
40,25,4
46,26,3
21,12,4
6,15,5
4,23,3
43,23,4
40,47,4
48,42,4
3,17,1
45,27,5
17,8,5
0,39,3
14,47,5
8,5,5
41,36,4
19,49,4
48,12,6
29,16,5
1,16,4
27,41,3
15,32,3
27,32,2
37,0,4
34,10,4
5,39,4
48,37,3
2,37,2
1,19,3
22,18,5
29,33,4
21,23,3
19,23,4
30,14,3
45,10,4
14,39,5
48,47,3
0,42,5
3,36,6
44,11,3
3,35,5
6,35,5
11,9,2
36,33,3
22,26,4
41,41,3
1,23,4
44,0,3
29,20,5
32,30,3
32,5,2
8,1,5
22,17,5
38,9,4
33,32,5
2,21,4
3,39,4
4,39,5
33,47,4
13,49,5
32,9,3
17,9,4
43,33,4
26,28,3
33,26,3
38,46,2
19,46,5
17,46,5
27,22,4
12,15,5
38,27,6
6,27,3
44,21,3
29,5,5
40,11,1
21,25,4
43,9,3
25,16,2
20,23,4
34,0,5
32,20,4
5,47,4
48,45,6
26,5,4
29,42,4
13,4,5
46,14,4
26,27,3
25,20,4
42,30,4
30,5,3
0,9,3
36,28,3
30,4,3
5,32,5
24,29,4
21,7,2
45,13,5
15,34,3
23,35,2
31,19,3
14,40,4
32,25,4
7,43,4
37,32,4
14,23,2
44,27,5
45,6,2
21,37,3
44,42,5
28,11,3
40,38,5
3,19,4
20,40,5
31,40,1
45,33,4
26,26,4
33,14,2
23,27,5
16,21,3
41,31,4
19,31,5
37,45,6
43,49,3
21,19,3
20,43,5
19,43,4
23,41,5
48,15,5
6,23,3
22,0,5
49,44,4
27,44,4
4,3,6
25,31,5
28,31,4
6,7,4
40,7,2
14,45,2
9,30,5
1,36,5
17,38,4
37,19,5
49,18,4
24,33,5
45,26,4
3,46,6
21,22,3
35,24,5
36,29,3
8,39,4
28,47,3
34,2,4
47,13,4
26,11,1
15,17,2
49,19,3
7,12,5
30,15,3
11,32,2
37,23,3
29,10,3
49,21,4
33,31,4
8,11,2
2,1,3
15,18,3
1,33,3
33,46,4
1,41,1
14,6,4
18,6,2
12,21,4
1,39,3
4,20,4
38,7,1
28,30,5
44,36,6
10,19,1
42,33,3
49,41,5
43,4,5
37,22,3
12,44,2
35,29,4
35,8,5
24,3,4
46,31,3
20,13,5
39,30,4
7,11,5
45,19,3
8,18,3
2,18,4
25,41,5
44,22,3
44,32,4
2,20,3
3,47,5
46,37,2
15,35,4
32,35,3
47,38,1
14,19,4
45,25,2
13,18,4
15,9,2
7,16,4
32,41,3
45,24,3
40,29,3
8,8,6
5,20,3
46,20,4
47,31,4
15,37,4
29,34,3
3,11,2
15,49,5
20,18,2
23,18,4
2,4,3
18,22,3
22,15,6
1,27,2
7,27,5
14,0,3
42,3,1
34,47,2
28,2,1
23,37,3
47,43,2
35,33,5
13,28,4
44,26,4
1,44,2
47,29,3
21,20,5
11,3,5
22,31,6
29,2,4
18,5,5
3,34,3
10,36,5
49,1,4
1,38,4
24,48,5
15,28,4
11,28,2
0,15,4
12,14,2
40,27,3
19,44,4
30,6,3
30,29,2
43,10,4
38,2,3
42,37,3
36,42,4
34,34,3
9,11,3
23,40,2
29,18,5
25,43,1
14,26,6
41,15,6
41,14,5
22,39,5
11,39,2
32,13,3
20,5,4
33,9,3
18,15,2
19,14,5
21,0,4
42,44,4
22,44,3
25,44,4
4,6,5
21,8,4
20,39,3
45,47,3
22,38,3
31,25,3
16,18,1
10,41,4
17,23,4
36,6,2
6,3,3
35,36,5
21,32,4
6,32,3
43,32,4
24,32,4
48,23,4
3,14,2
12,0,5
12,29,1
4,21,1
45,45,5
42,49,1
2,43,2
37,33,2
38,28,2
38,32,3
22,32,3
13,3,5
21,13,4
20,36,4
17,35,5
47,48,3
2,25,4
15,33,2
14,27,5
18,44,3
49,29,4
9,8,6
21,21,4
26,21,5
26,30,5
45,36,4
32,1,2
43,35,4
19,48,4
36,16,3
11,41,3
38,22,3
19,6,1
43,8,3
41,39,5
0,47,4
34,13,3
2,42,3
6,49,3
7,17,1
44,48,5
24,40,2
31,18,2
28,9,3
8,43,4
34,43,4
18,28,1
35,26,4
14,44,5
30,10,3
44,30,2
12,38,4
28,33,4
48,26,5
30,12,2
6,41,2
35,32,3
0,24,4
47,8,5
43,21,4
29,47,5
34,30,4
18,11,3
27,48,3
31,9,3
30,46,4
39,23,4
2,24,6
26,39,3
17,47,5
40,34,2
48,36,4
8,17,3
29,48,3
30,25,2
48,18,5
22,28,5
11,26,3
14,46,5
49,16,3
34,41,4
21,27,4
8,7,2
30,45,4
10,42,4
18,35,3
25,40,2
44,25,3
1,18,2
0,18,3
47,26,4
13,23,4
35,14,5
44,6,3
38,10,1
40,10,5
35,3,5
11,13,4
47,30,4
45,34,3
17,40,4
12,25,5
25,18,3
7,18,5
31,43,2
8,33,4
27,26,3
12,12,5
33,27,5
10,44,2
23,44,3
12,8,5
17,12,5
12,41,5
37,15,4
3,44,4
3,6,5
23,39,4
26,3,5
8,2,3
14,30,3
13,11,3
30,48,4
49,28,3
11,22,2
16,32,4
42,23,4
39,20,2
40,20,2
28,45,4
7,5,5
29,11,4
29,1,6
15,38,5
29,19,4
31,33,4
41,22,3
21,29,3
28,39,3
10,37,1
40,13,5
37,13,4
46,35,3
7,35,5
10,48,1
39,48,5
10,33,3
16,46,3
46,22,3
27,27,4
44,24,4
25,6,5
24,6,4
5,10,4
6,31,5
42,31,3
6,45,6
12,42,5
1,35,5
13,40,3
7,24,5
26,44,4
13,6,4
28,29,3
37,3,5
26,45,6
42,45,5
6,30,5
30,11,4
11,38,4
11,18,1
49,43,2
25,33,5
13,16,3
22,16,4
24,24,4
32,0,5
6,2,5
43,42,5
42,34,4
38,11,4
16,1,4
37,18,4
31,28,2
31,26,4
1,14,3
3,27,4
15,20,1
19,37,3
24,13,2
36,13,4
30,30,4
1,30,4
9,5,5
17,34,4
38,36,4
0,11,4
0,38,3
34,19,2
3,25,3
15,43,5
40,14,4
34,24,6
16,6,3
49,6,3
40,39,2
21,47,5
24,47,5
5,31,7
23,7,3
38,13,3
22,42,5
39,17,2
10,9,3
3,9,3
16,28,2
27,12,4
47,16,2
40,16,2
49,22,4
45,32,2
22,10,4
20,8,5
37,21,4
9,20,4
11,20,1
37,37,3
16,11,4
16,38,4
28,38,2
48,48,3
15,25,4
25,26,3
36,46,3
27,15,3
18,32,4
18,0,4
0,44,2
15,29,2
1,21,5
27,47,1
11,30,4
36,11,3
34,1,3
5,19,4
45,43,3
36,41,4
37,44,1
47,3,4
26,7,3
46,7,3
19,7,5
10,45,5
15,13,6
17,30,4
33,40,2
12,4,5
23,14,3
48,39,4
29,3,5
0,1,5
37,35,4
30,40,3
4,25,5
40,46,5
39,14,4
46,24,5
11,0,5
2,0,5
5,29,5
30,8,4
40,21,5
49,20,4
43,20,3
25,13,4
4,42,5
11,11,2
21,1,5
33,1,5
0,19,4
38,25,3
20,33,3
35,28,3
30,26,3
39,12,6
35,16,1
17,4,3
11,14,3
28,0,5
13,21,1
3,21,3
41,47,4
18,2,2
21,17,3
1,17,4
47,17,3
19,18,3
18,18,4
36,43,2
27,28,4
31,12,3
46,32,1
16,14,5
16,27,6
5,8,2
16,47,5
49,47,3
33,7,4
21,30,3
22,34,4
23,34,4
43,1,5
42,35,3
44,19,4
5,18,5
14,9,5
26,43,4
41,33,5
1,28,3
31,46,5
24,4,5
37,38,5
10,43,3
19,16,3
20,0,5
5,44,5
34,6,2
20,7,5
1,45,5
30,42,5
39,34,3
0,36,5
11,17,4
4,19,4
6,40,4
25,25,5
19,28,2
31,16,3
45,16,3
25,32,5
12,23,3
42,24,6
7,29,1
42,21,3
36,21,5
1,31,4
17,45,6
39,5,5
20,1,4
32,19,1
7,40,5
30,43,3
13,26,4
14,41,5
18,4,5
32,22,2
1,29,3
46,39,2
45,39,3
24,20,4
0,37,1
33,49,3
18,17,3
24,19,3
38,0,3
44,29,2
6,10,5
48,10,4
48,3,5
24,37,3
19,34,3
14,36,4
13,33,5
11,33,4
24,41,4
32,15,4
9,44,3
42,39,3
48,20,3
45,42,1
48,11,4
2,11,3
40,1,5
17,17,3
12,9,3
11,43,4
2,12,5
14,22,3
13,0,5
37,6,4
23,8,6
35,21,4
17,21,4
45,3,2
22,7,4
1,34,2
0,49,3
41,38,5
16,19,2
23,9,4
37,43,3
25,28,4
17,28,2
28,12,4
31,41,3
5,15,5
36,32,4
29,23,3
27,0,4
17,44,3
20,10,5
26,10,5
7,8,5
34,21,3
26,31,4
18,7,3
28,49,2
13,48,4
17,43,3
21,33,5
8,4,4
31,4,4
23,22,1
8,15,5
29,32,4
2,10,3
39,39,4
13,2,4
7,13,6
48,5,3
28,48,3
21,18,3
27,43,3
10,26,5
0,41,3
2,41,4
45,23,4
22,21,5
36,7,2
33,30,1
19,30,5
24,30,2
38,34,4
23,11,3
11,48,4
30,19,2
1,40,3
1,12,2
11,46,4
46,23,5
37,10,6
29,31,5
18,13,3
24,36,2
9,40,3
37,26,4
30,23,3
18,23,2
32,14,4
18,27,5
10,3,5
32,3,4
41,37,3
36,45,3
26,13,5
35,30,3
19,35,2
37,25,4
39,18,3
41,28,5
40,28,3
31,22,2
14,32,4
8,27,4
7,45,4
28,35,4
4,26,4
25,12,3
15,4,4
24,15,5
49,32,2
2,23,3
38,24,5
5,0,6
7,44,2
22,13,6
35,5,4
4,36,4
8,36,2
20,49,5
28,25,1
41,9,3
19,12,4
37,12,5
47,46,1
41,44,4
39,44,2
0,8,4
8,21,5
35,20,4
19,20,3
3,2,4
20,37,3
43,5,5
25,9,4
43,12,4
48,4,4
9,22,2
31,15,4
4,14,3
34,3,5
1,5,4
8,49,4
5,35,3
0,35,5
27,19,3
17,25,2
5,26,5
29,46,6
48,41,5
40,24,6
14,31,4
37,7,2
28,13,5
41,13,4
23,13,6
42,11,3
10,49,3
49,38,3
9,33,4
33,33,5
44,12,4
30,16,2
25,14,4
13,47,3
22,47,2
23,45,5
10,34,3
44,17,2
41,35,4
4,40,4
48,14,4
2,27,5
35,47,4
30,47,3
39,7,2
5,2,4
3,37,3
7,42,5
12,36,6
35,48,4
16,40,4
32,12,4
8,22,2
17,22,3
45,22,2
40,32,3
36,24,6
2,44,3
41,45,7
6,26,5
6,46,4
42,16,2
34,16,2
42,41,3
39,41,4
31,32,4
13,14,5
9,24,5
46,10,1
15,3,5
33,3,3
12,31,5
49,7,3
38,45,2
7,30,4
46,25,3
41,18,4
20,9,3
38,43,3
20,16,3
11,15,3
31,23,2
8,24,5
33,0,5
6,44,3
14,29,4
19,21,6
6,39,4
17,39,4
37,2,5
18,42,4
12,18,4
44,33,1
10,12,5
21,41,4
46,41,4
24,22,3
14,7,4
0,30,4
36,5,5
13,34,4
6,36,3
5,1,3
27,1,2
9,48,5
10,22,3
31,14,4
8,0,4
32,44,4
3,29,1
37,8,5
27,21,4
45,2,2
9,45,6
33,11,3
42,38,3
29,15,5
6,14,4
43,24,5
37,24,5
9,0,6
36,0,4
11,44,3
16,10,4
46,21,3
5,3,5
29,7,5
6,11,2
44,49,4
36,17,3
4,38,2
9,18,4
19,9,3
19,32,4
49,27,5
19,27,4
35,39,3
49,3,5
4,31,3
32,18,2
27,33,4
21,26,3
44,4,5
20,4,3
9,15,3
1,15,4
13,29,4
39,21,5
43,39,1
28,3,5
27,5,4
35,42,4
3,40,2
14,18,4
12,43,4
14,28,4
35,46,4
23,4,5
15,23,3
24,23,3
9,14,4
48,2,1
29,13,6
40,30,4
17,36,6
9,25,2
29,25,5
12,26,4
18,46,4
0,6,4
9,39,4
29,39,6
17,20,4
19,3,4
21,31,6
16,37,4
43,13,5
48,34,2
9,9,4
10,28,1
14,12,3
48,16,4
47,14,4
35,6,2
12,6,5
39,29,3
36,8,5
18,3,4
10,47,4
9,47,4
7,7,3
0,2,2
38,42,3
46,34,4
38,35,4
30,38,2
8,48,5
3,12,5
38,41,3
32,7,3
8,30,5
26,36,3
11,49,4
6,38,4
49,40,3
11,25,3
26,23,4
41,23,4
47,6,2
6,29,4
3,8,5
32,21,2
27,20,4
28,37,3
1,13,4
18,34,3
10,11,3
23,1,4
22,35,5
27,40,4
33,25,3
42,9,3
0,43,2
5,46,5
25,46,5
31,27,3
43,29,2
3,31,4
4,2,5
19,5,5
14,42,3
10,17,4
9,28,5
0,26,3
32,46,2
3,4,2
33,4,4
17,15,5
49,23,4
24,14,5
5,27,5
47,27,3
18,24,5
31,24,3
24,0,5
42,29,2
46,8,4
20,45,5
29,36,5
4,18,4
13,43,4
26,33,5
6,16,4
24,16,3
35,22,4
19,15,5
39,15,1
36,15,4
8,29,3
7,10,4
15,21,4
22,5,5
49,42,5
47,36,5
36,49,4
14,1,5
46,1,3
11,40,4
45,28,2
16,23,3
31,0,4
29,6,5
21,39,4
29,45,3
6,34,3
8,34,3
20,35,5
7,38,5
32,40,4
41,25,4
13,12,5
33,16,3
4,4,5
45,14,3
47,0,4
32,39,3
15,31,5
27,7,3
49,30,3
30,49,3
9,38,5
21,38,1
25,23,5
20,24,6
1,24,6
47,44,3
9,29,3
0,29,2
38,31,5
43,2,4
11,2,3
17,5,5
25,42,6
11,36,5
12,11,4
39,1,6
15,48,5
4,48,4
40,18,2
21,9,2
42,46,2
30,41,2
9,23,1
31,44,3
10,10,4
34,39,4
12,13,5
9,36,5
35,35,3
34,38,3
15,19,3
47,25,4
18,33,4
23,28,5
10,14,4
11,24,6
6,6,3
33,6,4
8,6,4
49,8,3
2,8,4
20,21,4
19,36,4
45,11,4
29,40,5
43,18,2
39,43,5
0,46,4
13,41,5
4,41,5
13,22,3
17,27,4
45,8,5
1,47,3
9,31,6
10,7,3
4,37,4
27,37,3
16,30,2
28,42,4
46,33,3
43,28,3
3,16,4
40,22,3
4,32,4
0,3,3
44,2,4
36,37,3
0,45,5
25,36,6
13,17,4
20,17,4
16,35,3
8,35,4
33,18,2
46,9,4
35,43,5
30,20,4
20,31,4
32,37,3
4,34,5
7,36,5
21,49,4
13,38,2
41,19,5
29,28,4
6,28,4
28,41,4
45,15,4
19,24,5
3,0,2
20,6,3
12,10,4
5,45,5
17,42,6
27,17,4
44,38,4
38,38,4
13,19,3
43,43,2
17,26,4
12,16,5
5,41,4
39,32,4
20,27,3
37,47,4
23,36,4
16,49,2
24,49,4
25,17,4
6,48,4
6,19,4
24,25,3
19,26,5
17,41,4
10,0,5
9,6,2
1,6,2
34,45,5
14,5,4
40,36,4
4,1,4
15,40,4
34,18,3
42,43,2
22,46,3
40,4,4
3,32,4
42,6,1
1,10,5
15,39,4
3,7,3
22,36,3
13,1,4
3,38,4
7,48,4
9,19,4
6,9,2
39,26,1
41,46,3
25,15,3
21,45,3
22,48,4
14,25,4
0,33,3
27,23,3
19,0,6
31,6,4
26,2,4
40,2,4
13,13,5
16,5,5
46,36,5
32,11,3
49,17,4
25,48,5
5,9,4
41,26,3
8,41,4
0,4,4
45,44,3
41,21,5
20,47,3
43,47,5
43,36,5
27,36,5
5,11,4
39,35,5
20,19,3
18,19,1
28,40,2
45,9,3
49,4,3
12,22,4
5,14,6
3,24,5
43,6,4
31,29,3
30,31,3
30,7,3
25,37,3
4,45,4
5,42,4
32,42,3
46,49,4
26,17,1
35,9,2
18,12,5
15,16,4
43,16,1
17,16,3
19,8,6
2,7,4
36,40,3
35,12,4
9,46,3
4,16,3
10,32,4
26,14,4
17,29,3
31,10,4
4,8,5
31,8,5
12,3,6
32,47,1
49,31,2
22,2,5
25,5,6
47,34,3
40,49,4
42,17,2
34,17,4
40,33,3
18,26,2
16,44,4
46,29,3
19,10,5
24,8,3
30,37,3
11,45,5
36,30,4
2,30,4
13,36,3
