edge_1,edge_2,length
392,678,25
953,366,11
862,874,23
532,724,3
892,236,68
108,745,34
108,236,62
103,685,50
904,67,37
518,944,30
303,797,49
303,390,42
303,460,65
501,37,29
552,793,29
491,149,69
992,575,40
958,859,17
282,705,69
501,311,43
73,801,62
732,632,71
64,0,26
64,149,31
411,640,73
807,719,36
807,625,59
762,124,33
659,393,64
958,26,58
596,652,14
141,98,13
141,112,12
29,318,20
406,567,43
472,859,49
512,822,77
199,109,8
284,873,25
287,19,41
192,384,30
379,685,34
570,278,33
102,658,10
932,246,17
412,576,15
411,385,25
411,683,25
552,973,20
936,445,54
821,809,20
565,443,13
408,37,14
143,979,31
408,786,12
432,655,69
17,750,9
282,750,65
180,236,43
429,750,7
457,543,63
596,809,41
281,207,57
570,787,76
968,361,57
850,543,62
732,25,79
715,823,24
410,625,27
160,965,57
434,454,24
434,786,36
934,790,48
934,311,41
285,109,18
751,843,53
282,31,64
282,575,54
344,905,52
108,685,70
807,484,48
143,632,43
493,273,56
968,0,62
596,743,39
596,65,26
845,65,52
958,631,46
50,504,15
213,421,37
102,909,33
116,761,17
429,985,47
426,905,47
406,815,33
128,831,10
298,109,33
560,471,31
450,397,37
360,540,23
865,149,19
240,617,33
304,216,18
593,26,22
793,607,11
850,163,12
98,879,11
830,993,4
762,786,43
173,655,53
54,96,31
106,722,43
280,956,23
952,19,57
193,367,61
303,719,44
404,390,24
411,777,30
79,790,60
258,652,22
258,889,32
386,705,52
386,91,34
386,625,46
146,865,32
751,865,75
406,273,66
344,124,29
760,865,37
782,631,56
143,445,79
493,719,28
845,743,65
238,889,41
137,973,50
129,98,8
837,722,41
840,445,67
946,265,42
524,873,31
172,534,34
491,397,24
209,397,22
439,30,37
542,724,24
680,3,15
173,935,31
586,753,17
974,658,16
146,973,26
473,874,35
548,605,7
703,75,20
23,786,6
829,392,14
553,470,12
703,655,65
501,655,63
672,367,19
850,745,36
830,750,30
457,787,54
344,787,39
804,743,29
518,226,24
11,382,43
303,640,68
285,686,67
35,149,53
406,719,38
691,864,22
501,668,34
131,839,38
209,719,43
628,173,39
922,640,45
493,460,49
968,625,66
845,889,50
659,173,35
958,75,42
134,217,24
221,699,34
628,711,36
12,573,30
865,109,39
287,534,37
137,783,28
116,722,38
892,101,19
102,965,42
512,259,27
473,940,27
408,905,24
837,697,36
143,458,43
941,573,16
968,750,48
344,750,43
326,251,9
703,809,36
457,743,57
79,640,59
434,91,26
934,459,38
552,640,45
491,367,71
35,993,28
992,460,47
850,393,63
691,91,36
570,26,81
73,520,48
209,631,57
628,459,52
807,65,47
762,632,29
762,484,34
762,445,65
442,791,18
628,364,22
607,801,15
516,309,20
600,84,15
541,985,12
958,820,19
209,510,20
304,779,14
102,426,28
948,234,7
864,458,10
931,711,18
753,708,13
634,853,29
921,768,22
334,750,27
156,59,58
904,708,27
303,483,69
729,173,28
79,645,40
892,393,67
258,483,48
434,575,29
751,504,79
691,75,35
782,625,65
450,859,43
732,790,89
221,875,27
442,159,23
156,947,32
156,699,49
141,973,21
396,56,13
368,547,35
703,471,56
181,109,34
729,830,21
659,9,36
143,901,22
131,540,39
133,25,27
732,729,38
282,385,16
924,124,13
131,525,18
6,971,11
511,84,8
398,333,16
772,965,19
515,118,12
145,249,12
95,874,12
555,786,4
275,711,13
467,745,34
473,745,41
473,573,34
493,236,60
856,67,41
144,913,49
79,311,53
258,865,28
434,149,39
285,685,70
146,864,24
146,265,62
146,645,32
240,173,60
278,471,68
691,173,27
344,471,64
209,786,64
64,246,16
238,935,65
442,361,30
493,527,32
703,686,47
368,595,28
156,309,74
347,822,15
845,397,20
611,419,20
586,67,40
995,514,12
232,656,42
512,853,28
561,809,12
944,788,20
238,432,18
813,248,11
172,170,13
54,392,13
6,259,8
525,122,17
931,745,34
137,745,71
131,60,49
845,361,55
240,809,84
292,475,28
457,719,33
295,25,25
691,973,17
934,273,51
570,685,95
73,686,65
344,246,27
596,756,53
596,109,59
845,655,96
762,311,40
512,159,41
298,979,11
138,306,22
512,506,25
408,543,11
561,286,9
173,632,5
571,743,13
712,660,13
429,940,13
997,785,6
925,17,17
831,59,9
659,236,44
586,750,34
410,236,31
575,573,14
137,60,76
552,207,44
106,946,17
263,788,44
331,708,11
568,913,33
952,122,40
160,428,31
518,447,32
892,454,45
258,367,49
281,504,43
992,993,25
406,640,62
691,889,34
344,273,46
782,124,53
450,685,98
450,430,64
732,459,79
64,797,12
807,632,43
143,607,55
845,797,46
134,927,23
137,98,42
501,859,15
128,59,19
160,979,19
263,859,75
552,831,19
864,471,49
541,384,16
240,432,44
542,30,18
144,363,32
701,55,15
553,541,21
512,426,38
263,656,18
491,386,22
69,52,16
931,403,12
512,948,15
715,375,21
98,699,16
904,787,13
703,750,35
700,750,27
131,745,42
628,361,51
703,543,40
958,25,47
457,26,59
79,75,45
79,575,49
691,685,65
691,607,44
570,520,75
501,109,52
782,797,47
807,645,41
596,993,14
845,864,38
922,50,15
198,117,22
326,722,54
879,471,36
429,866,30
379,216,16
138,635,8
35,380,20
493,722,27
4,361,8
102,259,17
988,246,30
586,17,25
240,62,10
924,458,9
285,940,31
552,815,16
830,445,48
23,0,4
256,366,23
239,655,30
412,96,40
131,750,32
334,745,37
512,239,53
703,787,31
882,223,32
263,31,36
715,529,27
934,149,47
146,393,58
406,756,76
491,859,30
501,246,34
732,756,102
732,793,72
732,173,66
64,865,12
628,265,72
762,454,31
659,668,42
628,773,44
368,901,46
429,384,51
427,309,50
223,471,38
525,19,34
138,611,13
180,708,32
64,724,14
586,708,30
12,788,33
530,234,29
864,865,8
131,170,27
116,542,14
213,651,11
26,686,11
811,573,36
258,573,51
892,787,57
137,239,68
258,361,37
450,207,81
491,25,60
156,579,59
804,625,28
804,685,45
303,686,81
386,790,48
491,31,69
281,471,80
278,864,19
691,484,37
282,756,78
570,905,89
63,390,33
596,75,25
238,484,44
50,645,11
102,112,16
102,875,26
347,109,33
79,830,30
240,820,45
137,306,31
162,909,9
586,82,17
512,234,22
146,874,36
473,711,25
131,139,7
146,380,18
943,640,15
328,18,9
142,932,14
64,573,35
682,236,18
429,573,10
98,393,35
137,625,69
102,831,33
106,859,57
856,49,37
303,889,53
729,801,60
552,719,21
146,458,34
146,889,36
63,655,90
450,460,79
732,246,73
922,454,30
922,625,44
50,149,30
102,920,32
760,527,36
628,380,28
198,745,27
303,278,22
143,941,28
158,18,10
732,282,24
581,107,18
861,459,14
749,467,13
416,59,23
344,874,5
97,59,17
941,31,12
552,380,12
427,907,22
284,122,10
880,17,10
238,745,36
504,236,23
404,236,58
103,338,13
882,265,59
804,471,51
518,711,36
729,0,45
434,458,22
386,216,22
406,124,49
282,668,49
501,265,43
628,124,48
807,793,44
922,26,47
922,367,47
968,124,54
659,31,37
596,973,7
258,939,12
128,979,7
648,393,21
450,432,44
992,432,12
11,363,31
830,935,38
553,25,16
305,662,8
412,955,25
530,349,19
830,459,20
571,625,12
89,809,11
263,550,19
715,356,19
184,382,28
392,486,23
64,527,11
472,338,19
504,786,12
144,930,15
512,655,83
925,573,29
106,60,34
141,567,36
35,787,50
278,787,43
855,956,10
518,884,20
303,864,41
79,430,41
258,705,52
552,864,18
146,246,36
406,686,75
278,31,46
691,793,33
501,460,46
73,246,37
344,265,53
760,390,30
782,149,66
968,390,41
762,607,41
137,879,53
141,879,24
515,370,19
600,56,11
368,447,27
347,635,17
659,831,31
830,109,49
79,278,13
143,9,39
925,788,33
936,430,17
501,596,10
512,102,10
659,655,32
98,655,56
281,236,66
278,236,54
936,207,34
892,25,51
450,419,24
457,367,59
457,458,40
160,971,35
295,139,23
193,430,41
258,91,34
501,793,33
108,993,29
450,236,90
732,905,98
143,311,54
732,777,45
968,311,61
845,905,75
238,719,32
238,993,31
46,208,33
947,909,17
570,432,41
138,641,7
137,506,40
156,971,36
100,30,31
542,998,18
102,506,15
473,312,17
856,272,25
141,935,15
31,573,4
213,515,5
332,49,7
76,309,12
428,38,12
504,790,16
411,67,24
276,573,30
862,573,22
73,573,56
925,236,33
864,750,28
331,750,15
708,750,4
931,726,43
946,726,19
146,787,48
106,402,50
806,971,27
79,668,44
35,786,50
992,471,72
146,607,46
240,216,57
73,685,68
344,645,23
782,935,75
108,864,27
108,109,74
143,460,57
143,575,50
659,91,44
432,631,28
432,790,39
808,699,35
12,745,37
648,686,27
563,329,29
516,471,49
277,794,17
144,534,47
864,393,34
845,820,28
99,641,4
131,568,17
263,395,21
787,809,5
864,124,14
400,197,11
172,711,16
560,445,28
427,946,26
784,0,3
411,430,55
882,655,79
412,367,36
958,236,64
904,236,38
596,207,38
512,471,74
258,787,44
344,25,33
73,361,42
732,543,94
410,265,39
232,818,23
968,839,54
79,504,44
552,149,45
281,625,57
992,719,26
992,458,33
992,65,37
278,430,28
278,445,65
691,756,63
570,273,83
782,864,39
209,458,50
108,31,54
493,445,71
968,797,48
845,645,46
659,459,48
221,879,29
429,541,35
263,354,69
326,859,68
516,685,43
131,534,48
335,139,33
892,980,11
864,273,31
411,746,22
561,543,16
146,815,22
936,905,45
548,91,16
925,708,22
924,793,10
144,122,34
194,436,12
209,999,17
63,236,67
710,573,35
129,265,44
278,543,52
807,497,7
404,719,26
404,504,35
278,935,55
278,575,36
691,935,58
282,793,48
108,801,64
108,390,28
450,993,57
762,652,21
628,607,56
807,454,45
922,173,23
732,859,49
968,801,77
596,390,13
404,37,30
50,686,43
50,109,50
221,891,24
442,676,32
512,879,38
338,685,37
144,531,44
850,724,31
892,397,15
659,432,19
143,862,22
156,656,33
737,229,30
425,30,20
164,632,8
936,631,25
223,354,19
173,26,24
496,157,15
613,788,17
537,661,11
715,43,19
941,874,17
263,969,8
811,687,12
354,265,8
27,745,12
583,149,8
359,655,50
278,750,47
504,750,16
35,750,34
137,105,60
50,787,27
512,49,48
892,311,54
934,460,44
992,109,70
850,124,43
570,367,81
570,173,57
501,625,48
501,367,51
450,484,70
64,471,53
143,993,35
968,31,47
762,625,45
50,864,3
50,273,34
883,733,13
968,901,29
968,59,50
198,454,27
760,618,15
277,384,43
516,109,47
472,822,42
969,859,67
892,830,31
69,909,31
830,367,31
133,38,32
732,958,32
89,543,15
439,542,19
477,418,26
943,265,26
472,113,20
46,118,21
95,31,7
437,384,7
285,655,29
682,745,21
760,573,60
407,573,22
749,573,40
73,787,49
303,993,43
729,246,35
386,26,49
992,743,50
850,367,58
691,31,49
570,719,55
64,685,47
628,719,37
411,173,51
50,889,15
455,370,31
968,979,38
326,109,79
751,820,57
829,889,24
133,428,20
211,259,16
741,231,14
276,753,10
341,522,7
122,873,15
512,129,19
987,170,20
601,515,6
524,122,16
653,634,7
406,862,24
749,745,47
892,809,62
221,625,45
156,471,80
687,17,12
467,67,30
193,889,44
285,430,36
386,686,60
281,124,45
35,756,67
992,685,66
691,124,36
282,0,59
282,645,45
570,393,86
782,26,68
732,454,73
143,631,50
807,37,40
659,797,38
958,575,46
258,830,18
277,470,18
368,244,40
220,265,50
946,309,24
525,873,32
850,998,25
865,705,24
175,678,16
180,753,19
429,655,28
870,45,17
987,663,15
429,192,21
213,118,17
581,685,15
732,265,99
73,655,83
172,236,28
516,60,13
338,60,7
512,393,62
146,25,42
146,207,50
882,635,52
467,708,20
824,6,20
193,686,72
729,865,31
79,454,44
892,430,42
434,75,25
146,75,37
760,173,34
209,935,76
732,719,64
732,430,70
64,756,45
807,483,61
845,216,40
46,318,28
782,939,31
968,973,42
628,85,53
618,722,19
824,128,8
338,402,23
581,109,19
105,109,27
209,432,29
99,107,20
504,705,20
611,965,45
192,539,21
864,786,24
223,722,11
703,743,34
682,49,13
703,124,21
506,85,30
46,418,29
634,349,13
257,402,16
936,236,43
865,750,20
114,750,12
79,236,27
344,573,46
146,236,38
504,573,19
969,60,44
251,887,6
143,25,51
687,67,27
331,17,6
144,154,37
457,993,32
437,382,36
193,801,69
729,31,50
386,743,47
552,575,35
146,786,48
570,632,62
209,430,49
63,454,44
63,65,46
922,484,33
50,484,18
137,947,41
506,402,52
426,109,57
429,84,28
646,479,12
282,820,27
493,162,17
706,772,10
144,384,15
808,210,14
211,965,41
180,31,35
751,491,25
253,454,12
11,170,25
275,31,18
173,484,10
864,91,14
472,655,71
265,655,20
221,831,34
450,809,84
238,361,46
209,543,73
406,361,52
807,733,14
303,685,84
934,246,32
992,75,36
240,993,57
934,839,12
501,430,31
760,273,60
782,246,51
762,37,26
411,935,82
411,993,48
807,607,55
143,91,47
596,471,61
762,216,21
512,112,26
280,392,27
563,902,40
659,941,25
156,38,44
240,729,32
411,282,9
862,773,21
846,322,8
904,114,19
23,790,10
703,719,10
408,683,14
732,491,19
904,745,41
386,750,48
252,236,31
807,543,66
221,393,53
156,393,68
131,366,46
855,823,4
434,625,38
934,26,49
35,471,19
240,246,67
782,454,51
64,273,35
411,273,77
143,273,64
596,265,50
958,756,70
958,430,38
50,75,16
50,459,21
808,98,19
137,875,51
368,944,25
837,685,62
840,905,58
347,445,32
379,831,19
648,471,36
132,699,36
600,794,12
386,820,10
285,874,39
865,640,19
408,625,13
512,695,13
263,163,9
116,469,16
144,438,15
442,210,4
275,874,23
904,252,7
581,655,30
762,655,77
432,750,39
493,573,56
103,445,53
473,60,48
773,726,17
411,207,72
760,543,62
450,382,41
263,708,33
410,686,41
258,26,49
258,686,60
258,445,66
258,607,42
934,786,44
285,504,39
282,864,37
570,0,74
782,216,41
628,631,51
411,124,60
807,631,50
596,454,24
845,625,64
958,655,87
596,37,19
512,699,43
141,875,22
501,50,19
968,312,34
501,638,17
198,244,18
113,354,23
170,873,23
35,128,17
830,460,26
434,676,13
865,31,19
253,45,34
100,542,13
31,236,8
631,483,11
640,265,11
156,163,24
263,750,37
850,573,60
221,905,53
850,809,58
695,31,32
156,49,54
303,793,52
892,265,71
934,864,20
491,889,54
491,631,59
491,625,68
992,625,49
406,797,43
278,26,48
850,31,56
691,246,34
760,935,65
782,801,76
63,0,54
450,756,96
732,705,93
732,471,110
64,265,42
628,31,41
922,458,28
493,905,62
958,632,39
958,454,41
50,458,13
138,633,12
379,59,28
396,384,40
368,711,31
144,19,51
155,873,47
850,762,10
865,756,33
399,361,14
102,202,8
211,25,22
586,31,33
158,686,4
850,656,21
703,31,34
368,12,12
184,301,10
703,484,22
310,971,11
879,685,30
941,940,9
137,512,15
879,579,15
258,459,38
807,573,64
596,750,40
934,573,51
695,788,40
811,708,29
412,529,15
522,763,20
11,965,51
303,786,65
729,790,51
434,459,30
386,265,58
281,367,60
570,311,73
782,273,70
209,504,52
63,719,35
63,459,50
807,786,57
143,216,25
238,430,38
808,112,18
501,939,14
116,733,15
346,26,18
156,102,16
11,437,7
586,433,15
923,902,14
359,722,14
285,941,22
285,128,18
437,363,24
969,85,38
313,85,11
279,86,14
958,573,60
103,85,14
936,787,32
512,685,68
210,831,21
406,809,64
687,31,20
303,520,64
303,109,88
79,91,46
79,743,59
79,935,68
434,520,35
434,265,50
281,26,60
751,686,107
751,743,94
691,575,39
570,216,54
501,797,30
628,26,63
659,390,31
958,793,40
50,625,29
50,173,8
143,59,43
156,695,19
100,19,31
131,363,33
473,973,25
764,905,31
167,660,14
184,965,36
238,397,11
287,122,24
416,567,21
936,645,16
210,791,14
87,873,9
506,907,15
408,686,27
100,421,18
808,655,16
406,750,43
209,787,64
442,393,44
501,361,39
715,366,40
303,124,55
729,705,55
729,793,34
275,839,25
277,839,15
406,458,45
406,149,62
760,0,51
450,793,66
64,719,7
64,889,16
411,719,49
238,640,56
238,31,56
137,791,51
691,50,19
142,86,23
563,884,13
837,402,48
406,973,37
396,866,19
850,30,25
15,658,8
659,403,26
715,772,28
865,91,25
263,223,50
263,697,56
954,543,10
162,402,17
753,67,23
924,504,11
401,366,14
198,27,15
12,447,15
969,655,89
285,60,52
924,809,28
79,708,16
465,382,13
79,471,81
491,935,78
570,655,110
501,686,17
344,26,44
63,786,56
411,889,58
807,26,62
807,993,35
845,801,40
762,575,36
142,117,19
137,822,92
220,635,43
113,859,29
138,971,36
138,859,13
137,971,45
425,402,33
542,722,24
310,909,11
173,458,5
285,85,46
638,265,26
408,445,33
953,913,15
931,109,7
864,793,11
160,806,8
754,19,18
685,471,6
326,655,90
862,745,29
501,745,29
552,750,26
98,239,26
924,787,23
404,787,47
442,831,25
432,809,40
263,67,43
457,685,73
79,889,44
258,685,63
258,520,43
434,31,39
992,454,35
146,390,25
63,458,42
450,390,56
628,793,45
968,265,78
968,109,31
659,124,44
659,504,42
238,864,29
238,756,70
134,55,22
368,91,51
760,922,11
760,576,17
850,402,38
491,278,23
79,820,22
131,941,19
830,75,15
924,889,11
741,216,19
484,445,31
263,948,6
713,486,15
941,236,19
968,60,65
512,109,72
50,809,32
285,173,32
691,0,44
760,124,43
108,0,49
732,75,74
628,273,65
411,367,75
922,607,40
238,124,43
50,743,30
432,668,23
102,973,25
129,875,17
710,207,16
904,543,22
501,309,25
35,567,34
354,471,19
303,397,23
512,428,26
864,790,28
793,743,16
830,265,40
392,655,25
184,88,10
144,663,21
631,705,15
293,625,13
426,655,68
238,236,64
285,573,38
344,236,50
141,236,35
50,750,31
98,685,41
762,207,45
442,109,54
35,361,43
143,207,59
457,278,11
138,965,44
303,265,79
570,859,40
