edge_1,edge_2,length
2,77,29
31,7,48
97,26,12
22,40,36
25,51,24
7,4,32
96,48,32
32,10,23
27,13,18
19,33,17
17,91,22
94,91,6
88,41,29
56,11,37
22,8,33
61,50,23
68,18,55
89,10,31
61,29,11
42,72,28
34,82,66
71,82,44
97,16,22
18,16,36
46,3,20
71,78,10
59,69,41
77,46,31
60,83,47
6,95,28
39,68,46
34,26,43
42,26,23
50,48,24
44,10,36
2,2,32
47,2,18
31,2,29
83,44,12
59,75,48
77,75,29
47,54,12
18,54,30
91,52,51
35,64,13
50,29,15
57,41,22
15,86,18
23,99,63
12,19,49
83,0,24
60,11,46
83,88,21
48,76,22
91,14,60
90,20,58
57,19,45
45,49,36
38,16,21
25,57,32
79,78,20
68,78,28
73,46,34
73,68,39
54,68,43
31,68,26
63,38,44
98,40,39
8,79,28
66,36,27
88,10,32
23,75,27
88,13,31
94,81,22
63,33,35
21,74,23
27,64,31
25,11,51
20,86,22
46,72,11
54,88,35
26,98,20
73,32,53
72,42,42
22,6,13
59,66,63
45,73,38
51,88,14
78,99,46
35,25,39
53,23,26
76,16,32
66,3,13
9,71,10
91,78,30
27,69,17
76,69,25
84,46,19
68,83,47
47,95,18
90,17,28
18,51,18
9,4,35
98,27,23
85,27,12
80,79,7
94,94,35
51,81,35
4,81,46
42,91,32
35,50,11
96,5,11
27,76,20
6,22,16
77,89,19
27,10,10
77,10,31
38,73,32
47,72,21
61,5,21
17,49,17
39,49,6
6,25,26
8,3,21
32,57,18
26,57,29
17,57,13
43,46,17
92,77,16
12,7,49
50,30,28
21,95,32
60,68,41
2,26,33
61,38,32
42,40,28
78,40,18
32,36,21
92,44,16
63,13,31
51,13,28
50,81,15
18,37,40
88,91,34
34,15,33
88,15,17
82,66,35
48,29,30
78,35,27
34,28,14
38,50,23
20,22,18
85,32,48
71,32,45
19,2,3
67,15,13
38,15,28
34,74,30
52,74,25
14,93,56
50,14,22
74,53,14
53,53,29
61,57,19
85,77,15
75,7,46
48,30,36
83,30,7
60,26,33
71,38,20
14,38,41
40,67,19
71,6,5
66,48,35
74,36,10
94,10,21
44,96,23
50,37,6
52,37,31
19,52,30
80,35,4
54,0,47
84,86,22
19,50,23
34,50,40
84,4,29
60,74,30
8,93,43
79,28,14
91,28,17
43,72,14
75,19,48
80,19,36
22,23,22
38,69,14
66,46,22
31,77,26
20,30,23
35,68,24
46,38,25
85,38,24
84,67,24
48,40,40
90,51,22
56,51,18
21,75,21
73,75,31
80,43,28
57,13,29
3,13,29
61,96,10
88,33,31
51,91,28
43,91,32
32,64,24
79,41,26
54,93,57
41,8,24
13,8,33
47,50,20
90,88,30
61,76,14
80,76,25
75,32,54
84,18,34
54,4,47
35,89,19
43,79,22
35,15,40
85,24,7
13,73,26
53,16,21
90,71,20
31,78,23
82,69,29
49,46,26
90,7,42
67,7,44
6,61,29
45,30,20
89,68,47
49,26,32
43,17,10
54,40,40
60,40,38
47,10,21
56,42,14
74,42,20
34,81,55
92,96,9
31,37,19
23,91,31
97,52,37
7,74,21
80,64,17
7,14,40
85,20,52
82,19,39
2,19,51
76,13,18
76,74,34
40,72,31
39,88,33
19,98,21
17,82,43
73,82,52
7,25,27
78,53,37
80,16,13
39,3,28
48,71,12
77,78,19
47,7,37
90,68,40
12,17,35
74,17,16
79,48,10
68,48,42
34,89,32
20,2,16
3,43,34
83,81,31
31,45,28
49,74,29
63,93,59
61,93,47
34,98,28
96,22,13
3,18,43
97,20,35
46,6,22
13,79,24
90,13,22
42,15,13
97,73,13
39,73,39
25,98,37
92,32,32
74,99,71
72,12,29
63,49,42
38,49,20
85,71,24
4,78,23
7,78,10
21,46,24
90,77,12
83,83,29
37,30,46
91,26,46
23,17,15
6,42,38
52,45,25
73,24,53
38,66,40
51,41,21
63,28,38
94,11,25
88,86,35
8,98,20
78,22,31
45,20,60
37,89,30
97,66,21
37,29,31
36,76,40
91,76,43
43,22,27
38,20,54
57,49,24
75,25,39
74,25,21
77,16,34
2,3,13
45,46,33
12,46,36
4,7,35
48,61,41
98,21,14
38,21,21
77,21,31
45,38,38
82,6,5
48,89,22
56,44,24
40,75,36
38,75,22
48,54,21
91,54,8
50,96,10
56,0,36
3,41,22
71,11,36
78,72,34
48,28,17
7,86,25
44,5,33
19,76,24
22,76,28
35,98,35
72,11,48
2,49,31
35,49,43
15,12,39
14,16,33
53,3,23
89,57,30
42,57,3
85,57,17
15,46,33
51,77,18
21,77,15
59,26,49
6,17,19
92,17,22
66,67,16
21,40,32
38,40,33
38,48,25
12,2,15
37,75,40
46,42,19
20,54,10
83,43,26
59,13,52
31,13,36
73,45,32
88,45,6
96,96,20
40,37,27
13,74,32
91,74,44
85,66,38
68,93,47
46,86,23
79,8,9
6,72,30
17,50,17
80,90,8
35,18,30
12,76,25
72,27,24
40,12,35
54,23,26
23,57,24
12,57,30
53,57,19
37,46,33
21,61,33
22,30,34
37,67,23
27,4,23
61,89,31
98,96,21
40,35,23
42,0,41
35,41,9
71,93,45
23,86,32
98,98,32
54,18,49
67,10,28
35,2,21
23,43,38
91,24,62
73,90,40
82,76,32
37,98,31
36,14,48
14,14,54
72,76,24
58,11,5
34,49,41
41,49,34
73,49,44
76,12,27
56,3,19
2,78,22
18,78,26
31,30,36
75,67,12
42,48,32
68,79,32
50,44,20
84,54,7
9,13,11
78,81,23
67,96,14
90,37,33
47,33,20
96,91,32
82,24,42
88,66,48
90,41,25
66,88,23
72,75,32
7,20,49
27,2,24
2,73,34
41,0,34
21,11,23
67,8,31
37,88,34
43,14,49
72,8,37
76,20,62
91,82,64
78,23,23
12,53,40
26,78,19
52,77,19
51,7,40
74,83,21
76,95,29
71,68,31
46,48,15
51,48,28
52,27,16
82,79,29
12,79,41
6,94,30
9,42,39
71,43,31
79,81,26
43,37,33
12,33,32
34,64,42
23,93,36
41,70,4
50,13,30
48,74,32
88,73,28
85,29,26
84,76,6
20,12,14
46,57,22
45,69,37
83,46,20
13,7,46
51,61,22
23,21,27
91,83,54
27,30,14
57,68,37
88,68,44
74,26,29
52,38,16
61,27,14
63,89,40
18,43,47
90,91,9
92,73,14
97,41,25
48,8,12
31,5,29
9,76,17
44,18,51
36,94,43
21,66,39
34,93,51
18,72,36
98,32,56
84,20,46
86,11,11
34,12,37
22,25,39
83,53,22
84,3,19
68,69,31
8,61,32
67,21,28
42,83,37
41,30,30
37,17,26
61,51,20
17,48,22
50,10,14
80,75,17
46,43,33
39,13,47
54,96,31
74,96,20
80,37,21
51,52,33
22,29,25
77,20,58
4,82,57
23,29,20
3,93,48
42,28,22
68,11,54
82,72,35
83,98,17
72,32,60
59,12,43
98,23,19
66,23,11
83,23,19
54,53,39
53,71,18
94,78,10
53,78,15
47,69,14
53,69,31
53,46,27
56,77,17
25,95,45
94,17,25
67,51,4
47,4,34
4,27,25
44,79,28
37,42,52
57,81,36
39,33,42
25,22,36
98,28,19
97,88,32
35,76,25
42,99,56
22,99,64
18,14,56
53,18,42
74,82,59
32,23,20
53,77,18
90,83,40
26,68,40
96,67,22
92,51,16
42,54,19
12,45,34
35,37,17
17,37,23
88,37,37
84,33,15
45,91,28
51,74,26
92,74,25
60,64,30
82,35,7
74,35,24
44,41,30
88,8,33
13,50,29
4,98,19
36,98,30
14,77,27
22,68,39
26,4,33
79,15,25
7,66,35
59,93,57
32,28,26
38,5,21
39,90,38
60,76,28
50,99,38
8,20,50
79,20,59
60,3,15
89,69,40
27,77,24
53,7,40
75,21,30
43,38,35
38,17,25
73,48,49
97,42,45
83,42,32
77,54,33
60,81,43
13,37,35
91,33,16
73,15,36
32,66,21
94,73,27
56,64,24
57,35,35
68,0,51
96,11,31
94,88,27
80,98,19
63,20,66
49,79,31
40,88,30
38,76,14
37,53,46
53,61,36
22,61,36
53,21,18
2,48,36
43,27,18
68,44,39
61,42,32
19,13,24
23,81,40
26,37,33
34,37,46
50,33,17
18,91,40
73,52,40
15,66,54
14,35,43
6,0,30
68,41,34
31,50,31
74,88,2
72,57,29
47,37,26
84,15,21
67,29,15
56,76,13
50,32,27
91,53,47
89,16,15
14,69,26
15,61,42
7,61,31
51,21,24
53,83,7
51,95,21
83,26,24
71,67,19
61,40,33
68,27,30
75,75,28
85,45,21
73,33,30
38,33,23
83,33,16
90,52,35
45,41,27
56,86,26
75,18,46
17,19,38
83,10,17
41,2,12
14,11,47
51,14,45
4,49,32
49,12,32
20,71,22
12,78,20
4,77,30
60,77,27
56,7,39
76,7,48
20,61,17
66,21,31
53,30,14
37,95,41
53,95,9
53,68,36
32,38,26
14,67,39
88,2,29
34,44,43
27,45,9
25,45,36
39,96,29
61,37,29
77,33,41
83,52,26
59,0,61
7,28,22
60,50,28
71,88,26
68,98,24
41,20,33
7,93,7
67,28,31
79,88,30
91,20,69
50,19,21
84,49,29
68,23,11
3,53,27
8,57,15
19,69,27
13,46,19
51,83,33
17,83,27
53,26,31
53,38,32
80,67,12
12,40,38
13,51,6
56,48,27
51,94,28
79,75,27
73,42,53
31,42,40
90,54,17
66,54,13
75,81,41
76,81,43
89,96,21
57,37,30
78,52,41
60,66,45
63,11,53
72,98,34
67,79,22
74,94,17
13,15,15
39,24,3
23,0,40
75,28,31
89,28,20
44,72,34
60,90,33
96,99,51
72,91,38
9,49,30
8,67,18
94,67,15
85,67,11
37,51,25
61,70,25
38,89,28
92,36,9
21,44,1
66,44,32
88,54,23
67,54,19
15,45,40
77,37,33
92,33,22
68,33,40
71,66,35
43,50,27
72,44,35
73,18,45
12,20,59
83,8,14
41,99,40
56,99,11
57,18,43
89,49,24
71,12,31
19,25,36
61,83,33
17,95,15
50,68,13
98,26,31
77,26,35
57,42,33
3,54,16
41,43,35
68,45,34
32,24,40
54,73,39
52,64,27
83,35,27
19,41,21
7,50,18
6,88,21
57,98,25
4,22,34
94,20,49
76,4,45
37,66,11
83,66,33
61,0,37
50,93,47
41,11,20
75,88,20
48,82,56
51,49,23
43,25,37
79,23,14
23,16,27
96,3,17
6,78,5
7,69,26
17,7,34
84,21,30
7,26,26
35,17,37
91,17,35
83,67,24
26,51,16
21,51,17
61,4,37
60,27,28
96,79,22
78,36,12
39,10,43
63,44,31
91,44,43
66,45,29
45,37,35
4,0,46
63,41,33
32,93,46
17,89,25
14,15,18
18,73,38
21,16,3
39,16,43
82,3,22
35,7,51
34,7,44
85,21,10
77,83,43
78,30,36
45,95,15
49,68,40
77,17,24
35,4,42
97,48,28
18,89,26
48,44,10
32,98,23
2,22,33
23,32,52
97,89,12
83,79,18
77,15,27
73,66,43
25,72,14
74,90,7
75,98,30
38,19,44
89,12,22
97,23,19
14,78,24
91,7,58
78,38,29
46,17,15
37,40,4
90,44,6
85,54,13
49,13,41
77,13,12
17,81,29
41,81,17
90,45,27
7,15,21
97,74,30
63,29,43
48,35,19
98,93,23
68,8,41
63,50,35
88,18,50
46,79,5
42,13,32
23,15,18
31,73,28
15,22,43
39,22,42
7,49,17
3,49,24
7,57,14
6,77,24
83,77,11
41,7,42
97,21,23
52,68,38
76,38,37
59,67,26
52,67,15
47,51,7
32,89,12
46,89,27
37,36,34
23,94,32
91,75,40
45,54,21
20,52,28
4,64,33
67,64,29
66,11,17
97,10,18
46,13,15
91,15,38
35,11,29
27,8,27
69,28,12
50,12,30
73,12,40
8,25,43
88,23,34
38,23,26
85,53,27
41,16,20
31,57,27
41,71,14
56,69,16
85,68,34
74,68,46
12,67,25
23,2,27
20,44,20
80,81,30
68,96,27
85,37,27
3,33,24
84,91,34
4,24,50
40,8,41
4,72,33
84,22,15
7,32,45
47,15,6
49,11,45
80,11,33
45,72,32
22,19,47
26,12,29
42,12,23
44,23,7
38,53,23
15,83,53
82,30,26
79,95,18
67,95,25
8,26,27
75,51,6
38,51,20
85,75,20
26,42,42
76,54,22
85,81,30
4,91,37
14,52,42
80,24,30
52,29,19
98,90,9
56,74,25
80,28,18
38,88,11
41,5,23
57,14,46
36,19,47
48,49,8
92,23,20
98,16,14
73,78,18
3,77,19
77,61,40
42,70,20
14,75,31
34,42,50
74,81,32
22,37,32
36,66,43
22,66,43
18,29,29
26,0,24
4,50,31
98,76,25
59,14,68
71,20,49
46,4,45
49,15,22
96,74,16
89,93,56
35,72,37
15,5,41
8,99,57
45,18,48
36,12,39
60,12,33
71,46,25
7,46,22
25,21,37
47,83,30
52,83,38
25,30,41
56,68,35
53,17,26
53,67,21
85,89,29
49,36,30
15,91,25
41,64,4
26,35,16
20,41,16
78,86,15
61,88,14
73,72,33
96,72,16
19,88,24
72,70,35
27,49,23
80,49,12
23,12,22
13,25,39
80,53,15
47,57,16
12,69,40
34,40,50
53,40,33
27,6,22
51,27,14
98,79,8
76,79,26
15,36,14
31,36,30
25,94,50
97,43,37
98,74,2
25,24,57
44,98,20
68,6,23
54,6,17
32,4,35
49,2,9
22,54,13
77,11,45
7,90,13
91,98,42
47,49,20
51,25,33
26,16,14
52,57,21
23,46,16
15,30,48
53,51,20
63,79,37
90,36,16
71,94,35
88,44,31
67,44,29
74,44,13
19,42,42
39,54,34
80,91,17
3,91,29
54,91,38
26,24,51
76,35,24
23,90,22
7,70,20
45,89,34
8,13,26
21,15,26
61,11,38
4,11,49
52,90,20
47,22,3
88,12,27
75,71,9
97,78,19
91,46,42
75,61,28
71,83,34
12,68,41
85,26,29
18,38,15
74,67,18
35,40,21
36,51,26
15,6,27
25,27,27
73,27,23
13,27,20
77,36,31
94,43,34
20,91,23
61,35,34
36,35,15
71,86,25
94,90,32
98,99,67
26,18,46
3,86,28
20,14,40
19,19,9
26,19,48
83,49,23
39,25,52
59,23,21
14,3,8
38,3,23
96,69,21
66,61,31
63,83,19
27,83,22
61,30,28
78,95,40
76,40,41
34,4,41
49,48,41
56,89,12
2,36,21
54,36,34
17,10,18
80,10,19
41,94,19
15,44,22
67,75,26
4,43,44
73,96,19
44,37,38
92,91,19
48,24,52
66,24,50
96,24,34
97,35,28
45,35,31
6,8,20
97,8,26
72,48,38
66,20,14
46,73,29
36,73,35
40,93,50
21,28,8
77,88,32
36,90,25
7,98,19
48,99,68
92,19,26
94,23,10
98,3,16
15,57,39
4,71,13
71,77,29
50,21,19
36,26,34
91,40,48
71,70,20
84,27,6
57,79,19
90,2,8
71,54,33
19,45,26
89,52,42
76,52,41
73,74,33
14,24,50
88,64,33
34,29,35
49,35,28
46,98,32
51,93,47
49,93,50
8,28,13
57,28,28
54,5,31
76,76,22
36,82,52
51,19,44
84,16,30
89,3,28
74,3,21
54,71,12
6,69,24
89,7,49
68,30,44
57,30,29
21,68,35
23,26,28
20,51,15
46,27,23
37,27,32
54,10,34
60,10,38
57,94,29
50,75,22
61,54,15
52,52,32
54,66,47
97,64,6
20,50,18
4,76,26
7,22,18
17,14,39
50,4,31
51,70,25
50,94,17
56,94,27
14,13,37
39,37,39
61,15,9
82,74,24
46,93,55
74,72,12
22,90,25
52,14,47
8,14,41
45,82,55
54,19,51
77,19,48
25,69,41
98,46,3
9,7,38
2,61,30
89,61,45
85,61,34
83,68,29
43,26,23
35,38,32
25,38,35
66,17,15
82,48,26
48,27,22
74,2,15
60,2,10
49,33,36
76,91,36
15,52,39
71,24,42
8,64,21
66,64,29
21,35,22
92,41,3
40,41,32
6,5,14
22,98,30
61,32,50
54,99,68
39,0,56
92,28,9
61,22,23
18,20,65
72,25,43
13,71,33
32,77,17
40,77,23
84,7,32
68,21,38
54,95,42
23,38,6
2,67,10
67,42,36
73,54,22
92,81,20
40,45,36
32,52,32
63,0,43
71,41,16
56,41,20
59,28,50
80,86,22
89,32,61
17,18,36
88,88,22
57,22,24
89,19,55
6,12,26
23,23,21
79,3,15
37,57,37
91,71,20
50,78,15
85,78,13
73,77,25
32,61,21
14,21,33
12,83,47
98,68,42
2,17,20
84,17,18
41,17,28
41,48,26
91,27,32
80,2,16
2,75,32
90,75,26
6,13,25
89,81,32
59,91,52
34,91,46
49,91,41
4,52,28
31,52,41
6,24,37
82,11,36
31,11,46
88,5,29
66,22,30
77,32,54
12,70,30
31,79,26
20,15,4
38,64,25
68,28,40
79,5,26
45,5,27
17,99,55
8,12,29
20,3,22
76,3,13
84,71,19
96,78,5
39,69,36
34,77,39
89,17,35
96,51,10
54,48,38
43,44,29
90,42,26
41,42,43
76,37,37
4,33,35
54,33,8
79,91,10
94,52,32
3,52,34
54,50,30
72,33,33
7,79,12
48,93,53
31,90,27
19,22,26
72,10,34
31,49,31
49,25,46
2,57,29
19,71,15
89,21,12
47,68,33
40,40,31
53,6,23
57,4,38
56,36,21
42,2,25
61,44,25
89,44,13
85,42,29
9,43,12
74,52,42
40,66,7
98,72,14
49,50,27
80,99,53
42,4,41
84,13,22
44,73,36
76,73,28
27,29,17
22,88,28
45,12,34
48,46,32
89,6,32
32,48,27
74,79,6
60,36,31
17,94,22
57,44,26
94,75,23
75,96,16
84,37,21
63,73,44
42,64,20
73,29,38
94,93,46
63,86,42
26,8,14
77,8,34
68,90,33
13,32,56
34,20,71
94,82,44
18,94,41
97,2,14
78,96,18
46,11,34
47,90,16
80,14,37
51,12,19
35,23,26
73,23,18
50,71,20
39,77,37
83,38,25
50,40,10
85,40,31
15,27,34
20,89,8
34,36,31
94,2,5
50,45,23
6,33,30
96,15,19
22,24,50
67,35,38
74,41,31
6,82,39
44,13,38
44,15,25
19,29,21
26,76,24
45,98,30
42,82,44
13,82,55
23,49,26
43,3,3
82,57,17
9,69,24
3,83,34
23,67,5
32,51,19
25,75,35
13,42,38
48,96,18
15,96,30
61,33,23
31,74,34
46,0,24
54,41,28
78,41,6
14,98,33
20,98,19
32,6,11
14,79,27
47,5,18
49,5,34
21,90,30
89,22,34
47,18,39
26,49,33
59,16,48
44,16,2
79,61,38
84,61,28
47,21,21
73,83,45
43,30,32
97,68,17
43,68,40
48,17,25
18,67,14
14,48,37
73,36,30
39,2,15
47,81,32
40,96,26
63,37,41
23,33,29
67,33,27
4,74,21
94,41,16
34,86,47
15,72,44
75,50,27
26,22,33
12,32,55
2,14,52
6,18,32
92,6,22
22,70,28
43,89,25
3,10,25
23,24,44
46,5,30
79,18,47
72,3,9
36,20,57
7,23,26
61,16,24
27,3,13
8,71,20
19,38,14
15,70,39
12,48,51
21,36,24
54,2,37
46,44,12
98,43,36
35,13,41
63,66,52
9,66,43
44,35,21
71,98,22
9,32,53
37,20,25
7,19,39
46,77,18
78,4,39
41,89,10
97,93,51
19,86,2
39,86,40
21,5,20
40,5,26
3,5,22
3,90,20
59,98,34
72,99,71
77,18,46
72,24,51
44,3,15
39,57,18
35,77,29
75,77,17
23,61,25
22,83,42
41,68,15
20,26,14
23,70,27
12,89,36
96,36,17
97,44,24
78,75,30
2,54,26
44,45,30
47,96,7
6,73,22
56,29,10
88,35,37
84,0,43
22,41,24
22,22,29
61,20,54
74,74,35
4,28,35
20,11,33
13,5,27
61,18,42
74,20,64
76,82,57
48,78,22
15,78,29
88,78,23
22,78,18
44,46,23
97,77,22
45,21,24
78,26,16
80,38,17
19,17,16
26,70,29
78,27,22
37,94,48
15,2,12
44,52,29
56,35,30
52,35,24
67,18,46
25,19,54
79,93,50
73,86,7
49,88,27
43,88,18
42,5,25
60,5,35
91,22,41
42,14,40
49,14,49
72,20,64
27,25,33
94,3,18
67,69,21
2,46,21
40,26,35
68,38,17
40,17,22
84,40,25
82,44,23
90,33,25
60,91,42
17,52,27
92,52,32
52,24,46
15,41,35
38,86,30
45,50,29
2,5,31
63,5,33
72,61,32
91,70,40
12,73,37
59,86,53
48,88,33
85,25,19
36,53,35
34,71,22
94,61,35
6,21,17
41,95,34
9,26,26
31,17,14
8,40,29
73,40,36
21,6,20
6,70,15
25,10,37
52,2,5
20,42,27
89,54,24
98,33,34
85,33,21
75,52,39
23,73,29
43,41,25
85,41,19
15,11,29
15,8,24
67,50,27
2,98,18
72,23,36
72,41,31
91,79,47
50,15,29
27,24,30
52,73,28
76,93,55
27,11,44
35,19,32
23,19,46
74,49,11
39,78,25
4,46,22
61,95,21
25,68,46
38,26,31
19,40,33
89,40,44
53,4,37
40,48,42
9,27,17
39,36,36
44,44,35
36,44,31
68,42,46
7,96,5
2,33,34
39,64,35
47,11,35
43,66,44
85,0,8
66,72,24
75,5,27
37,5,30
78,14,30
3,82,50
22,82,52
82,16,25
88,16,32
57,3,28
84,57,11
47,71,11
66,95,30
60,95,35
17,6,26
12,27,25
66,89,19
18,36,25
7,2,21
82,75,20
12,75,33
8,42,42
94,45,24
80,45,9
82,96,28
71,74,24
2,35,19
75,41,25
72,36,32
27,18,48
61,2,21
18,76,29
36,3,30
92,57,18
34,78,32
67,77,22
48,7,46
88,21,30
54,83,46
75,30,6
49,67,19
37,4,25
76,48,36
56,27,13
23,79,21
15,10,25
8,44,6
38,44,22
43,54,3
6,96,23
31,96,18
71,15,27
71,73,27
31,64,33
96,41,11
37,50,38
60,4,41
40,15,25
2,74,20
53,14,45
3,20,55
43,19,48
52,25,34
40,53,42
92,83,35
84,68,28
75,26,25
84,26,23
52,26,27
83,17,19
57,51,1
4,79,27
14,2,30
54,44,35
41,54,17
67,13,32
75,33,22
66,91,35
31,35,22
72,21,34
56,20,4
67,2,25
54,15,30
50,74,26
44,93,43
35,90,26
43,90,23
73,76,23
67,82,53
74,23,20
91,57,37
48,77,3
44,61,32
79,26,35
56,17,5
68,17,26
41,6,19
45,94,44
52,44,26
52,54,17
31,54,23
91,13,23
18,45,32
45,74,32
94,24,45
15,73,11
17,64,19
18,8,39
73,5,30
15,76,34
48,22,31
63,22,22
94,14,40
92,18,24
72,66,50
78,6,25
21,10,19
41,10,16
19,73,30
37,28,17
60,28,32
56,72,23
96,88,18
48,90,4
54,14,52
37,49,43
46,12,6
9,12,26
75,23,23
67,53,30
34,57,39
98,69,7
60,30,16
66,6,14
36,48,34
34,27,34
80,27,9
66,10,13
92,54,14
6,43,26
46,52,41
91,41,36
42,8,31
12,5,32
88,98,32
52,13,13
44,14,54
88,82,57
83,19,37
72,13,4
40,3,20
22,69,31
80,61,11
80,21,13
4,30,39
84,30,20
3,26,20
34,79,36
51,36,22
90,10,24
48,43,41
82,15,27
27,74,12
74,29,11
63,35,37
92,88,27
41,29,17
90,5,25
79,76,19
48,32,57
18,99,72
44,20,63
40,19,11
74,12,7
90,25,14
60,16,38
8,46,23
44,7,36
32,83,32
23,68,38
17,67,24
54,70,32
41,27,16
80,94,18
44,43,45
17,13,22
18,81,49
51,96,10
94,37,24
91,37,44
89,33,32
39,91,47
79,74,29
61,74,26
17,24,35
51,64,25
56,5,20
6,76,27
84,94,32
25,73,42
78,73,17
49,0,50
18,93,45
52,93,14
38,14,45
36,23,22
76,53,34
23,3,8
21,3,16
3,71,28
20,77,13
46,61,9
38,61,19
98,30,30
13,30,34
91,95,50
77,95,39
31,38,35
88,67,33
73,6,30
23,48,31
35,27,25
18,10,38
50,42,41
98,91,18
56,15,8
25,52,46
77,52,40
52,41,23
32,86,26
45,79,31
47,42,29
75,0,43
76,11,46
59,88,38
78,5,29
96,76,4
42,32,45
38,99,61
94,49,36
52,53,31
44,57,31
19,77,12
54,7,50
96,83,26
38,30,28
90,38,19
32,17,5
39,40,43
97,51,18
18,48,40
42,36,22
68,2,6
63,75,34
76,75,8
22,43,10
73,13,37
48,81,29
59,29,41
12,28,20
90,8,8
71,8,25
38,8,24
23,98,13
59,22,49
34,32,67
4,99,69
72,43,43
49,89,31
89,79,19
43,15,13
47,28,23
90,99,65
20,82,44
22,49,37
61,3,27
20,46,8
39,46,32
89,83,47
97,67,24
52,48,16
68,94,43
35,54,26
92,43,19
66,37,20
61,91,28
2,28,34
39,50,33
71,18,37
84,70,17
49,24,54
67,24,45
39,66,50
37,73,40
14,64,34
26,72,34
41,88,30
57,5,22
67,49,27
36,25,39
90,57,23
63,7,52
71,30,26
15,95,41
61,68,36
20,38,27
36,38,28
4,17,21
47,40,30
63,51,32
78,48,32
60,89,29
52,79,19
36,10,30
31,94,36
40,44,39
77,43,40
66,81,14
57,96,11
77,96,28
57,52,34
26,29,7
26,41,25
12,86,24
2,32,57
85,99,59
66,14,5
14,4,46
35,10,25
21,2,3
15,42,52
21,73,31
20,32,45
48,19,51
18,25,45
83,3,20
67,57,23
9,21,21
46,67,17
17,51,14
3,48,29
22,89,18
8,10,20
47,94,25
25,2,40
78,44,28
88,75,30
32,45,19
71,33,35
18,64,36
94,35,7
48,0,22
9,41,24
74,8,15
77,50,27
90,98,26
78,18,27
43,70,29
52,70,27
60,94,42
4,13,37
46,64,18
19,93,44
75,86,33
51,5,21
13,90,25
38,90,16
17,76,8
41,76,16
79,22,28
97,82,30
90,49,17
40,23,14
91,23,34
13,53,32
7,3,11
18,71,16
59,78,38
26,46,23
49,95,34
85,6,29
19,4,10
54,27,24
63,2,33
46,75,31
98,75,31
3,42,33
75,54,14
2,15,23
51,35,34
12,35,17
47,41,18
54,8,37
8,50,19
76,50,31
91,32,65
36,18,45
46,15,18
83,15,22
45,29,37
37,11,28
56,90,18
