edge_1,edge_2,length
4,23,60
43,23,26
3,17,10
40,47,40
17,8,54
48,42,36
0,39,17
37,0,22
5,39,44
14,47,45
41,36,22
27,41,18
27,32,11
29,16,7
34,10,16
19,49,11
1,16,27
8,5,34
2,37,43
14,39,30
29,33,9
45,10,32
22,18,14
19,23,12
48,37,40
11,9,21
44,0,24
41,41,13
36,33,16
29,20,19
3,36,34
22,26,20
1,23,18
48,47,47
0,42,13
2,21,40
33,32,39
3,39,43
22,17,39
38,9,27
8,1,60
4,39,47
33,47,29
33,26,13
44,21,27
17,46,30
17,9,20
19,46,7
38,46,10
13,49,35
43,33,10
12,15,15
20,23,27
25,16,2
29,5,44
34,0,34
43,9,28
25,20,11
5,47,59
29,42,48
13,4,21
46,14,58
48,45,14
24,29,55
5,32,33
36,28,20
0,9,24
7,43,32
37,32,17
14,23,52
14,40,43
45,6,38
31,40,36
33,14,49
44,42,24
20,40,18
16,21,13
45,33,26
20,43,39
49,44,30
27,44,4
23,41,36
22,0,30
19,43,19
6,23,26
43,49,18
48,15,20
24,33,35
49,18,29
36,29,57
3,46,35
45,26,39
1,36,24
8,39,55
11,32,6
37,23,14
28,47,6
49,21,30
29,10,16
2,1,11
33,46,37
12,21,12
14,6,48
1,33,23
1,39,43
1,41,16
18,6,49
4,20,43
35,29,29
35,8,48
44,36,22
12,44,23
49,41,6
42,33,26
43,4,19
2,18,4
2,20,19
44,32,19
25,41,14
8,18,15
7,16,29
5,20,40
3,47,10
40,29,34
13,18,28
46,20,23
46,37,26
8,8,66
2,4,33
20,18,48
14,0,55
29,34,27
23,18,38
22,15,13
35,33,29
44,26,22
34,47,19
23,37,24
1,44,40
13,28,10
47,43,33
47,29,61
11,28,29
12,14,22
49,1,38
3,34,20
19,44,29
10,36,18
18,5,19
43,10,16
11,39,38
25,43,19
14,26,29
41,14,20
36,42,40
29,18,25
34,34,29
42,37,48
23,40,29
22,39,36
33,9,33
20,39,52
20,5,31
25,44,26
42,44,46
22,44,23
19,14,37
4,6,56
36,6,28
16,18,22
45,47,35
17,23,56
10,41,22
24,32,33
35,36,30
12,0,47
12,29,29
3,14,18
48,23,21
6,32,29
4,21,44
43,32,29
2,43,31
37,33,19
42,49,49
22,32,2
38,32,12
38,28,22
9,8,34
20,36,33
49,29,33
18,44,37
11,41,29
41,39,27
36,16,41
45,36,10
19,6,7
43,8,24
19,48,12
24,40,21
35,26,6
2,42,27
31,18,25
7,17,48
28,9,37
14,44,36
34,43,23
18,28,41
6,49,18
8,43,42
0,47,37
35,32,38
28,33,19
48,26,46
6,41,24
47,8,34
43,21,37
31,9,36
29,47,38
39,23,43
11,26,38
14,46,17
49,16,17
34,41,24
40,34,24
17,47,49
22,28,27
48,18,49
48,36,22
8,17,58
35,14,22
44,6,12
25,40,16
40,10,27
1,18,39
38,10,24
10,42,32
13,23,45
47,26,42
0,18,23
31,43,19
7,18,5
12,8,37
25,18,17
27,26,26
45,34,19
17,40,47
23,44,22
10,44,34
8,33,35
12,41,37
3,6,42
3,44,30
23,39,35
49,28,34
16,32,5
40,20,21
42,23,62
39,20,26
31,33,9
7,5,24
28,39,32
29,1,28
24,6,26
25,6,16
5,10,37
16,46,3
10,33,29
10,37,36
12,42,12
28,29,60
13,6,41
13,40,36
11,18,41
25,33,21
49,43,20
22,16,31
13,16,16
31,28,33
31,26,22
37,18,35
16,1,21
42,34,44
1,14,36
43,42,34
38,11,6
9,5,14
49,6,42
16,6,35
40,14,27
40,39,34
17,34,33
19,37,31
38,36,15
24,47,61
11,20,24
9,20,19
20,8,63
37,21,25
16,28,31
3,9,30
40,16,18
45,32,45
22,10,29
22,42,30
39,17,3
10,9,14
47,16,45
37,37,29
25,26,23
36,46,33
1,21,29
18,0,23
18,32,29
0,44,28
48,48,21
37,44,27
36,41,30
27,47,13
34,1,15
45,43,16
33,40,27
12,4,32
23,14,56
48,39,51
2,0,27
11,0,39
5,29,21
49,20,29
40,21,20
40,46,10
39,14,35
43,20,19
0,1,22
35,16,33
35,28,38
11,14,49
33,1,38
20,33,32
28,0,43
3,21,45
17,4,32
13,21,29
4,42,30
11,11,21
5,8,64
41,47,36
36,43,6
16,14,51
27,28,8
19,18,40
1,17,46
46,32,43
18,18,36
47,17,36
24,4,44
31,46,16
5,18,46
14,9,37
49,47,39
41,33,7
16,47,36
23,34,15
22,34,13
1,28,44
43,1,28
20,0,35
5,44,50
34,6,22
19,16,28
10,43,24
11,17,41
31,16,13
7,29,45
12,23,1
25,32,5
36,21,43
45,16,51
42,21,37
39,34,20
19,28,33
6,40,17
0,36,12
24,20,3
7,40,21
20,1,9
14,41,45
45,39,39
39,5,21
1,29,43
13,26,25
46,39,37
18,4,29
33,49,23
44,29,41
38,0,42
48,10,44
18,17,43
6,10,44
0,37,30
24,41,28
24,37,54
11,33,25
9,44,20
14,36,25
42,39,40
19,34,22
13,33,12
48,20,32
35,21,46
11,43,15
12,9,34
37,6,10
40,1,13
45,42,50
17,17,46
17,21,40
23,8,36
13,0,15
48,11,18
31,41,2
7,8,56
20,10,45
37,43,26
25,28,30
36,32,35
27,0,28
29,23,45
34,21,37
17,44,40
17,28,44
23,9,40
1,34,33
0,49,26
2,10,37
31,4,18
28,49,27
29,32,12
17,43,30
39,39,40
8,4,8
2,41,17
27,43,17
45,23,42
22,21,7
10,26,16
48,5,32
0,41,3
11,46,4
37,10,32
1,40,9
38,34,8
46,23,40
11,48,3
24,36,36
9,40,27
37,26,32
18,23,53
14,32,19
41,37,29
41,28,31
40,28,35
39,18,6
2,23,29
7,44,42
5,0,69
49,32,22
4,26,4
35,20,30
35,5,28
20,49,19
41,44,27
41,9,34
39,44,27
19,20,23
8,21,52
8,36,36
4,36,28
47,46,37
0,8,42
20,37,51
25,9,18
48,4,42
4,14,40
43,5,30
5,26,43
29,46,10
1,5,22
48,41,26
8,49,22
33,33,20
9,33,15
25,14,34
10,49,16
44,17,16
22,47,32
10,34,27
13,47,16
48,14,46
4,40,51
35,47,14
2,44,41
7,42,28
12,36,7
16,40,30
3,37,32
40,32,12
31,32,18
34,16,35
42,16,24
42,41,55
39,41,15
13,14,25
46,10,30
6,46,27
6,26,44
31,23,45
33,0,39
20,16,36
20,9,29
14,29,7
41,18,23
17,39,43
19,21,17
38,43,21
6,39,51
6,44,48
38,45,23
11,15,2
44,33,21
12,18,39
46,41,38
18,42,23
31,14,22
37,8,41
5,1,49
36,5,36
27,21,19
27,1,17
3,29,25
13,34,26
6,36,32
8,0,38
11,44,25
9,0,18
36,0,40
16,10,9
46,21,10
6,14,44
35,39,47
44,49,8
9,18,31
36,17,32
19,32,15
19,9,9
44,4,22
20,4,41
27,33,25
39,21,39
13,29,32
43,39,23
24,23,30
35,46,36
35,42,12
9,14,28
12,43,13
14,18,32
14,28,40
27,5,24
3,40,37
23,4,31
9,39,33
12,26,36
29,39,23
17,36,24
17,20,39
18,46,27
0,6,36
35,6,46
9,9,12
12,6,32
36,8,30
16,37,29
39,29,42
10,28,38
48,16,37
48,34,31
47,14,54
9,47,29
38,41,32
38,42,42
10,47,43
46,34,17
11,49,23
49,40,37
41,23,43
27,20,8
3,8,44
6,29,51
47,6,32
28,37,21
25,46,5
5,46,31
27,40,11
42,9,47
23,1,30
18,34,30
43,29,51
0,43,18
24,14,48
24,0,38
33,4,9
9,28,24
14,42,55
49,23,46
3,4,42
42,29,17
19,5,23
10,17,10
46,8,38
0,26,23
24,16,39
7,10,38
29,36,18
13,43,19
6,16,35
8,29,55
4,18,7
19,15,11
11,40,32
31,0,12
14,1,35
49,42,16
36,49,24
16,23,39
29,6,41
45,28,30
22,5,26
46,1,32
47,36,42
33,16,40
45,14,60
6,34,41
8,34,45
4,4,36
47,0,44
9,29,35
25,23,17
47,44,20
0,29,30
11,36,9
31,44,29
9,23,36
25,42,24
34,39,23
40,18,30
42,46,27
17,5,22
39,1,35
10,10,40
12,11,13
2,8,55
33,6,32
9,36,4
20,21,38
49,8,44
23,28,26
10,14,42
18,33,20
6,6,22
8,6,64
29,40,36
45,8,40
39,43,17
19,36,13
13,41,5
4,41,20
43,18,26
0,46,4
28,42,43
27,37,6
3,16,32
1,47,49
46,33,24
4,32,36
4,37,46
43,28,14
35,43,36
33,18,16
20,17,55
25,36,13
36,37,18
13,17,35
46,9,42
7,36,26
12,10,29
20,6,23
28,41,33
29,28,33
3,0,36
6,28,52
4,34,37
12,16,36
5,41,59
27,17,20
17,42,26
17,26,36
39,32,31
43,43,20
24,49,22
9,6,32
37,47,7
25,17,21
16,49,25
17,41,16
23,36,6
19,26,37
1,6,14
10,0,32
14,5,51
3,32,37
34,18,29
40,36,15
40,4,23
42,6,58
42,43,36
22,46,15
1,10,36
4,1,52
41,46,14
22,36,20
39,26,9
13,1,37
6,9,28
25,15,16
31,6,41
27,23,8
19,0,27
0,33,10
22,48,14
5,9,51
49,17,36
41,21,24
41,26,20
16,5,37
45,44,26
46,36,8
8,41,28
0,4,19
25,48,17
31,29,29
20,47,58
28,40,26
5,14,14
49,4,22
27,36,14
45,9,44
43,6,22
43,47,19
43,36,32
35,9,26
25,37,28
5,42,4
17,16,27
19,8,43
46,49,32
43,16,35
31,10,22
31,8,43
9,46,22
36,40,23
17,29,43
10,32,33
4,16,31
4,8,58
24,8,66
25,5,20
16,44,27
34,17,26
40,33,14
40,49,1
42,17,43
19,10,35
46,29,65
18,26,33
47,34,10
22,2,10
24,18,51
9,17,36
17,0,26
13,36,27
13,20,28
18,41,13
8,32,44
11,45,17
31,21,26
37,16,23
14,8,50
16,42,41
3,23,46
45,0,50
23,10,28
8,37,54
31,39,29
37,1,18
28,14,53
28,32,38
16,20,12
3,28,34
42,1,45
39,6,39
10,21,41
8,23,68
4,5,26
31,20,25
34,23,26
40,42,17
42,18,42
22,4,16
46,18,40
47,20,16
43,0,34
14,10,23
41,32,16
40,0,17
0,21,14
20,20,17
5,5,65
14,17,33
8,16,39
7,0,28
33,44,20
38,1,23
46,40,31
18,40,44
35,0,32
7,6,4
7,41,18
33,20,29
20,29,52
25,29,41
25,4,19
29,8,43
45,40,33
23,47,31
10,23,30
4,44,44
24,46,31
33,23,36
49,10,26
27,14,38
29,26,22
42,20,36
4,29,47
27,42,28
34,14,44
22,20,8
19,11,9
24,28,56
2,16,28
2,29,44
11,10,31
28,36,41
25,49,8
41,4,16
36,36,38
27,16,29
34,33,31
22,1,4
10,39,7
43,34,29
43,40,17
0,34,21
45,17,42
39,4,31
0,23,40
9,37,22
20,28,53
38,29,59
10,8,48
46,46,41
6,4,40
35,1,39
2,6,3
11,29,56
28,6,31
25,0,24
25,8,40
48,9,18
47,47,29
25,22,3
7,2,1
22,38,5
12,38,7
35,3,4
22,7,9
24,15,2
45,15,10
