edge_1,edge_2,length
58,98,5
15,24,12
38,58,5
38,37,10
50,80,8
76,19,9
65,9,8
30,76,8
13,10,5
35,66,4
34,9,9
64,96,10
64,55,8
37,31,6
53,12,3
53,31,2
45,4,6
78,61,5
70,97,7
94,51,7
27,92,8
2,94,5
32,91,7
48,33,4
48,38,8
86,28,8
0,65,8
69,62,4
24,10,8
68,43,7
54,86,8
56,79,9
96,52,7
28,68,6
46,83,8
59,59,5
72,69,8
42,42,4
6,20,10
5,16,11
1,37,8
14,59,11
4,10,5
50,61,9
13,44,2
35,62,4
79,1,6
77,66,3
28,15,8
33,69,6
33,79,9
33,85,6
42,86,3
42,93,5
42,68,7
98,80,6
1,0,2
58,1,7
38,77,6
9,10,6
9,16,5
85,83,6
76,26,6
30,22,7
49,64,11
44,8,7
61,77,4
35,69,10
37,97,8
53,25,6
45,66,8
45,31,5
92,80,5
63,18,8
78,83,4
70,67,8
2,40,5
2,45,7
71,0,9
86,68,6
80,3,8
80,12,5
24,9,9
81,56,10
81,86,7
43,78,9
75,91,6
19,91,7
84,14,8
84,43,5
59,17,9
6,1,8
51,18,9
58,61,6
58,67,5
9,68,6
50,25,5
49,37,10
35,44,6
68,67,6
82,22,9
55,69,8
73,17,8
67,88,8
67,94,2
52,71,4
57,11,10
83,28,12
50,70,9
13,77,2
61,23,7
61,81,6
34,8,6
92,31,5
17,59,9
36,50,10
48,1,9
48,79,9
11,73,6
11,78,5
80,51,7
87,63,8
60,69,6
60,53,7
23,55,8
8,47,6
39,42,7
18,39,9
96,53,5
77,59,5
33,39,9
84,39,5
84,98,5
84,47,5
89,55,8
1,59,5
4,47,8
13,61,1
69,90,5
33,99,9
47,23,8
89,8,7
93,9,7
1,96,8
26,20,9
52,11,8
57,6,7
58,20,8
3,1,6
15,15,9
20,94,7
85,69,7
13,24,10
64,14,8
37,14,4
37,41,5
31,31,7
63,4,10
40,6,6
7,37,9
70,12,6
17,3,12
94,80,3
95,48,10
11,42,8
80,89,7
80,55,4
90,4,5
69,9,7
97,33,7
23,56,8
23,52,7
8,56,11
39,45,7
68,19,11
91,36,10
56,4,7
75,37,9
99,64,9
99,37,13
77,56,8
41,62,3
46,99,7
22,45,4
14,62,11
57,93,7
15,77,6
9,67,8
65,33,3
35,34,8
69,99,7
79,13,7
46,28,6
72,2,9
67,91,6
42,10,7
1,95,4
12,30,8
38,6,5
34,82,4
31,7,8
7,4,4
70,32,6
17,91,3
94,91,6
27,13,5
2,77,5
71,82,9
86,35,7
86,5,7
90,80,6
97,26,4
88,41,9
88,55,9
68,18,5
18,49,9
56,11,10
55,62,9
96,48,3
99,7,8
77,53,4
19,33,8
19,57,7
25,51,5
84,9,7
84,97,8
22,8,6
22,40,3
6,71,6
29,81,10
61,50,7
32,10,5
36,69,10
55,77,6
28,24,13
28,26,5
42,72,6
89,10,5
93,67,9
4,84,6
58,68,7
61,29,5
34,26,5
31,2,2
63,31,9
70,50,4
2,92,4
2,2,5
71,62,7
71,78,8
48,76,5
86,60,9
80,58,8
90,20,10
69,49,8
97,16,3
60,83,4
60,11,9
39,55,7
91,52,8
18,54,10
99,54,11
77,46,3
47,54,8
22,9,8
66,63,1
6,95,4
57,41,6
57,85,8
15,86,8
83,44,7
50,29,9
50,48,8
62,21,4
10,51,6
16,39,7
23,99,8
39,68,9
91,14,9
18,16,3
77,75,5
46,3,9
47,2,7
59,69,7
59,75,6
42,26,6
12,19,11
57,19,10
58,28,9
83,0,6
83,88,9
30,63,6
30,71,5
49,65,11
44,10,6
35,64,8
64,46,8
45,49,4
45,73,4
31,68,6
63,33,10
63,59,8
63,38,10
40,31,1
78,99,5
7,85,8
94,81,6
27,64,9
90,65,6
8,79,9
54,88,7
54,68,1
75,65,2
19,39,7
19,47,5
25,57,7
46,72,7
22,6,6
66,36,9
72,42,7
73,32,8
73,46,3
73,68,7
51,88,4
98,40,5
1,46,8
58,38,7
50,56,9
16,43,6
16,58,7
63,80,9
23,75,8
88,10,6
88,13,7
79,78,8
68,78,4
18,1,8
25,11,7
33,81,10
59,66,6
26,98,7
21,74,5
38,16,6
20,86,8
30,28,7
53,23,9
45,84,7
63,47,8
17,62,6
94,94,7
27,69,9
27,10,9
27,76,9
80,79,8
90,17,7
69,30,8
81,81,3
18,51,8
77,10,5
77,62,7
84,46,3
66,3,3
73,39,2
6,22,6
6,58,9
51,81,6
9,71,8
62,33,9
62,17,12
35,50,5
87,38,8
87,2,6
8,9,8
68,83,8
91,78,6
96,5,5
77,89,9
28,28,8
33,28,8
47,72,6
47,95,2
42,91,8
5,96,11
98,27,2
1,25,8
4,81,10
38,73,2
9,4,6
85,27,5
76,69,7
76,16,6
61,5,7
16,92,5
35,25,7
34,15,6
34,28,7
34,74,6
64,70,9
92,44,6
92,77,4
63,13,8
78,40,5
78,35,4
78,31,6
70,2,7
17,49,5
17,57,6
94,65,8
2,26,5
71,32,8
32,36,8
32,57,8
48,29,7
87,69,5
0,73,4
69,2,4
24,39,8
24,26,9
60,68,7
39,49,4
88,91,8
43,46,7
68,63,6
82,66,7
55,58,6
99,28,9
99,36,10
28,58,8
46,56,8
66,92,7
72,65,4
42,40,5
6,25,8
51,13,1
26,57,7
29,68,10
14,93,10
38,50,8
50,14,8
50,30,10
85,32,6
62,50,10
44,60,7
61,38,6
8,3,9
88,15,12
18,37,9
19,2,9
47,63,5
47,39,6
67,15,8
52,74,5
12,7,7
21,95,6
38,15,9
50,81,9
20,22,9
65,10,6
30,56,7
34,50,8
53,53,6
92,56,7
31,55,5
40,65,5
40,67,7
94,10,8
71,6,8
71,38,11
48,30,11
86,9,9
86,7,9
11,67,7
80,19,12
80,35,4
90,63,9
69,16,7
97,87,8
60,26,8
60,74,7
8,93,7
43,56,11
43,72,5
75,19,13
75,7,10
99,55,9
19,52,8
19,50,6
28,83,4
25,39,5
84,4,5
84,86,8
66,48,7
51,55,6
52,59,6
14,38,10
50,37,7
74,36,10
74,53,3
76,39,7
62,6,9
61,57,8
16,61,3
95,3,10
87,13,5
79,28,8
91,28,9
54,0,5
5,82,4
52,37,8
83,30,9
50,97,3
85,77,6
62,55,7
10,15,6
44,96,6
31,77,6
7,31,6
32,64,2
48,40,8
80,43,7
80,76,7
90,88,10
90,51,9
0,13,5
43,91,5
43,79,10
91,47,7
54,93,6
82,80,5
56,51,4
96,56,3
75,32,9
28,90,9
46,38,7
84,18,3
84,67,8
47,50,7
22,23,8
66,46,5
73,75,5
51,91,2
29,35,5
85,38,5
62,23,11
61,55,7
87,23,9
88,33,6
79,41,10
54,4,7
55,20,8
55,25,8
41,8,7
93,0,8
93,25,8
21,75,8
57,13,4
58,24,10
3,97,9
3,13,7
38,69,8
20,30,6
85,24,10
13,8,7
13,73,7
61,76,8
61,96,9
35,89,10
35,15,12
35,68,8
34,81,7
64,91,6
53,16,4
45,30,10
92,96,8
92,92,6
31,60,8
31,78,6
31,37,4
40,72,6
7,14,8
7,74,4
70,31,5
17,82,7
17,31,6
2,56,8
2,19,10
71,1,11
32,84,6
36,39,8
86,41,8
86,59,8
80,64,8
90,71,9
90,7,9
97,52,7
60,40,8
81,93,6
81,94,5
43,17,4
18,65,6
54,40,8
82,69,5
56,56,10
56,42,9
99,94,6
19,98,10
47,60,6
73,82,4
6,61,5
50,39,6
74,42,5
74,55,7
65,48,7
49,46,7
13,60,5
23,91,5
39,88,5
82,19,6
33,24,8
47,10,5
72,1,10
67,7,7
89,68,5
93,5,7
85,20,8
76,74,5
76,13,6
49,26,7
10,80,4
61,65,9
34,89,7
34,98,7
53,80,5
92,32,6
31,45,2
78,53,6
7,25,6
70,89,8
94,31,7
48,71,9
80,16,6
90,13,7
90,68,6
0,88,3
97,20,7
97,73,6
39,3,7
79,48,8
68,48,7
54,60,6
56,92,8
96,65,7
25,98,6
33,35,7
93,46,8
3,43,9
63,93,10
39,73,7
55,88,10
96,22,7
77,78,8
46,6,5
47,7,8
72,12,8
42,15,9
89,63,8
93,91,3
5,92,5
12,17,7
57,34,9
58,10,1
58,77,6
3,18,4
83,81,11
20,92,6
20,2,2
74,99,5
74,17,6
85,85,8
62,83,8
62,99,3
30,24,6
49,74,7
10,24,12
44,9,8
13,79,8
61,93,3
37,89,8
37,29,9
37,30,8
53,47,5
45,20,9
63,28,12
63,49,11
78,22,6
7,78,4
94,11,7
86,42,3
11,8,7
90,77,7
0,20,9
97,66,4
60,80,6
23,17,9
8,98,10
88,86,10
43,22,8
99,73,5
28,97,8
6,42,7
51,41,4
26,47,3
52,45,6
21,46,7
38,49,7
74,65,5
10,38,6
13,39,7
16,52,6
36,76,5
91,26,6
91,76,7
28,21,6
59,97,7
73,24,9
1,7,10
4,78,8
38,20,9
38,66,7
83,83,10
85,63,5
85,71,6
62,61,7
45,46,7
45,38,9
40,75,5
78,72,3
78,58,6
7,86,9
7,1,6
2,3,6
71,11,10
48,89,8
48,28,9
48,61,10
48,54,9
86,92,4
11,6,5
11,62,5
0,87,7
0,48,8
69,61,5
81,51,7
88,84,8
91,54,12
56,44,6
56,0,6
75,25,4
77,21,7
77,16,4
19,76,10
26,62,5
12,46,6
4,7,4
57,49,8
3,41,8
65,45,5
36,87,11
95,19,5
82,6,4
22,76,7
72,11,8
93,97,8
98,21,7
1,20,6
4,80,9
58,74,6
38,21,7
38,75,7
38,84,9
83,87,9
50,96,6
74,25,7
44,5,9
61,97,7
35,98,7
37,75,5
37,9,6
53,3,8
92,17,6
31,13,4
40,37,5
70,16,3
17,97,10
17,50,10
27,58,8
2,49,8
2,60,6
86,67,10
86,94,5
86,38,7
80,90,5
87,76,7
39,62,7
88,45,7
19,84,8
25,62,1
46,86,8
46,42,7
59,26,6
59,13,5
66,67,6
73,45,9
42,57,6
6,72,6
6,17,6
89,57,8
51,77,3
1,32,7
29,69,9
29,89,8
14,16,8
12,76,2
4,65,8
21,40,6
38,40,8
38,48,8
83,43,10
20,54,8
85,57,3
10,46,5
35,49,10
69,88,8
79,8,7
68,93,5
91,74,6
91,85,3
96,96,6
72,27,8
5,72,3
12,2,1
21,77,4
15,46,6
15,12,5
38,60,6
85,66,4
13,74,3
61,84,7
35,18,9
64,84,8
37,46,9
37,67,5
37,98,3
53,57,9
45,65,2
40,12,2
40,35,6
27,4,6
27,31,7
71,93,9
36,14,7
86,65,6
86,17,9
69,27,4
23,43,8
23,57,7
8,84,9
81,87,7
82,76,7
99,57,10
22,30,9
72,76,10
73,90,6
1,49,8
14,14,14
12,57,6
21,61,3
62,38,9
35,41,7
23,86,9
91,24,9
54,23,10
54,18,6
25,1,7
67,10,6
42,0,2
98,98,4
98,96,8
29,24,10
58,11,6
65,26,7
65,73,2
61,89,8
16,93,5
16,68,7
35,2,9
34,49,10
37,88,7
45,92,7
31,30,8
78,81,4
7,20,9
27,2,8
2,73,5
2,78,5
80,92,3
90,41,8
90,97,8
90,37,9
0,14,6
24,44,5
24,96,9
60,39,9
81,88,8
88,66,8
43,14,6
18,78,6
56,3,10
75,67,8
41,63,7
41,49,7
84,54,9
59,55,7
66,88,6
72,75,8
73,49,6
42,48,10
21,11,8
50,44,9
49,55,12
68,79,8
91,82,7
82,24,12
96,91,4
41,0,5
33,15,9
47,33,5
72,8,9
67,8,4
67,96,6
1,2,6
9,13,6
76,20,7
76,12,6
30,82,4
10,98,7
34,64,8
64,0,6
78,23,6
71,43,11
71,68,11
48,74,6
48,55,2
24,82,4
81,33,3
88,73,5
43,85,7
43,37,7
79,55,6
18,47,4
82,79,8
75,59,6
99,84,9
41,70,6
28,70,7
46,48,3
84,76,7
6,94,5
93,52,7
51,48,5
51,85,5
51,7,8
26,60,9
12,79,8
12,53,5
83,62,8
9,42,7
50,13,8
74,62,6
62,11,12
23,93,7
79,81,9
26,78,6
52,27,8
52,77,4
12,33,6
74,83,6
85,29,4
85,87,5
76,95,5
65,98,5
30,85,7
44,85,7
16,89,5
16,2,4
34,93,7
64,62,7
64,13,5
45,69,9
92,9,10
92,73,5
31,5,3
70,59,4
27,30,8
48,8,6
86,74,7
86,11,8
87,99,5
90,91,8
90,92,6
24,94,6
97,41,7
23,21,5
39,9,8
88,68,9
18,72,2
18,43,6
56,9,6
96,63,5
19,80,6
46,57,6
84,20,7
51,61,2
52,38,5
14,55,11
57,68,4
58,57,6
83,46,7
9,76,8
30,36,7
10,63,6
63,89,8
36,94,7
87,42,4
81,7,8
91,83,5
28,10,5
98,32,5
26,34,9
29,0,6
21,66,4
20,12,4
74,26,10
85,9,8
44,18,6
13,7,7
61,27,8
34,12,5
37,59,6
37,17,7
70,27,8
17,48,10
11,47,3
80,75,9
80,37,8
0,7,9
23,29,8
8,61,7
39,13,2
79,59,5
68,11,9
54,96,10
82,72,6
99,66,8
77,20,10
46,43,7
46,58,8
84,3,6
22,29,8
22,25,4
6,85,7
51,52,10
57,65,6
83,53,8
50,10,7
65,47,6
62,14,11
62,32,9
49,62,9
61,51,5
81,23,9
68,69,4
55,6,9
41,30,7
72,32,5
67,21,5
42,83,7
42,28,9
4,82,5
3,93,7
38,62,3
83,98,11
74,96,7
16,24,12
37,42,4
53,69,6
53,46,8
53,18,6
53,71,8
53,78,8
7,80,5
94,17,8
94,78,9
86,71,9
11,1,7
80,34,7
69,45,8
24,12,7
97,88,6
39,33,8
54,87,7
54,53,7
56,77,6
77,55,8
25,95,4
59,12,4
66,23,10
67,51,4
42,58,8
29,93,4
29,38,8
29,64,8
4,27,6
57,81,5
85,62,5
76,63,3
16,62,3
18,14,9
55,23,8
25,22,8
47,69,9
47,4,4
22,99,5
42,99,7
5,65,7
98,23,6
98,28,6
83,23,13
74,82,8
62,77,8
30,91,4
44,79,6
16,94,6
35,76,8
64,8,4
64,41,8
53,59,7
53,77,7
45,91,3
92,51,5
92,74,5
7,66,3
17,37,3
27,87,8
90,83,7
24,69,9
97,85,7
60,76,6
60,64,6
39,56,9
81,62,5
19,65,5
84,56,8
84,33,4
72,80,6
42,54,10
51,74,1
29,44,6
14,77,11
12,45,8
44,63,4
44,41,8
13,50,6
35,37,8
63,84,10
32,23,7
32,28,7
36,98,6
95,36,11
87,7,11
8,20,4
39,90,8
88,8,8
88,37,9
79,20,10
79,15,11
82,35,4
55,9,10
96,67,6
96,1,7
77,63,4
33,97,7
22,68,6
59,93,6
1,93,4
26,4,7
26,68,5
4,98,4
58,75,6
38,5,7
9,1,5
50,99,6
74,35,7
74,92,6
10,75,5
53,7,10
31,92,6
63,20,7
40,88,8
78,84,4
7,39,7
70,86,7
94,88,7
94,73,7
27,77,6
2,34,3
2,31,5
71,31,10
32,66,3
36,1,10
86,15,10
80,98,7
97,42,8
60,3,3
60,81,8
8,62,8
43,38,10
68,0,4
91,33,6
56,64,6
75,21,8
99,93,10
77,54,8
73,48,6
73,47,5
57,35,5
58,55,4
83,42,11
13,37,9
32,31,6
95,0,6
95,28,9
87,9,9
87,30,9
96,11,9
73,15,10
89,69,1
38,76,7
38,17,7
65,93,6
65,81,8
49,79,9
16,69,6
16,73,5
16,85,6
34,65,7
34,37,10
37,53,8
53,21,6
53,61,7
45,97,9
31,50,7
2,48,7
95,63,8
95,81,10
80,59,4
23,59,8
43,27,5
68,44,6
68,41,4
18,91,4
56,76,8
19,62,8
84,15,5
72,57,6
73,58,5
73,52,8
67,58,6
6,0,5
6,47,6
14,35,11
15,66,6
50,32,3
50,33,5
65,53,8
44,59,5
61,42,8
95,39,9
23,81,10
55,42,5
19,13,6
47,37,7
22,61,8
67,29,5
42,80,6
26,37,8
74,88,3
64,15,11
64,18,9
53,83,3
45,41,7
7,61,1
17,19,13
71,67,7
86,81,11
86,2,6
11,69,7
11,64,6
80,60,5
87,51,7
90,52,7
69,37,10
81,44,3
68,27,6
91,53,5
56,86,8
75,75,8
75,18,7
99,13,6
46,47,2
73,33,1
51,21,4
51,95,8
51,14,8
29,90,8
14,69,12
14,11,15
15,61,5
83,33,9
85,45,6
61,40,4
39,87,9
41,2,5
33,10,5
89,16,8
1,81,9
29,29,6
38,33,3
83,10,6
83,26,6
44,80,7
16,29,7
16,80,2
16,15,7
16,81,3
34,44,5
34,55,6
64,43,10
37,95,5
53,95,6
53,30,10
53,68,8
31,85,4
31,62,3
40,97,7
7,28,7
7,93,3
27,45,6
71,88,12
32,38,4
80,63,6
69,52,2
60,50,4
60,77,6
81,98,4
81,50,6
56,7,11
99,35,7
77,33,7
25,56,9
25,45,9
25,47,7
33,42,3
59,0,5
66,21,7
66,1,3
6,92,4
5,30,11
5,37,10
14,67,13
12,78,6
4,49,10
83,52,3
50,19,9
20,61,3
10,54,7
61,37,9
39,96,8
88,2,7
79,88,4
68,98,8
91,20,11
55,4,7
41,20,10
67,28,5
89,65,6
4,87,10
4,77,8
20,71,4
76,7,11
30,32,8
49,12,10
64,5,6
53,26,7
53,38,6
92,97,9
31,42,7
63,11,10
78,52,5
17,83,7
11,65,5
80,67,3
90,54,10
60,66,6
60,90,6
23,0,6
8,57,3
39,24,11
81,48,2
68,23,9
56,48,3
75,28,8
75,81,10
99,83,5
99,90,10
19,69,6
28,51,8
28,54,10
84,49,9
66,54,10
72,91,3
72,98,6
73,42,4
51,83,7
51,94,7
12,40,6
57,37,10
3,53,4
76,56,7
13,46,5
13,51,6
87,20,7
69,83,9
79,75,4
55,73,9
96,99,4
67,79,9
89,28,8
89,96,9
74,94,6
76,81,9
62,62,9
44,72,6
13,15,9
37,51,9
92,33,3
92,36,9
70,33,6
17,63,5
94,67,6
27,84,7
71,66,8
48,59,7
69,26,5
24,61,6
8,67,10
88,54,11
43,50,7
68,33,6
56,99,7
77,37,10
41,99,6
66,44,4
72,44,8
67,54,11
6,97,8
21,44,4
9,49,8
63,85,10
95,34,6
69,98,6
33,96,10
47,80,1
73,18,8
5,66,7
12,20,8
57,18,2
58,72,5
15,45,8
38,89,7
83,8,11
85,67,9
61,70,3
37,66,7
37,92,5
31,34,5
7,34,9
7,50,7
17,95,8
94,20,8
71,12,7
48,82,6
11,34,6
0,40,3
69,14,7
69,4,7
68,45,9
54,73,6
56,85,6
75,88,8
77,26,9
41,43,7
19,41,9
6,88,8
89,56,12
89,49,9
52,64,9
4,22,10
57,98,8
57,42,8
57,47,3
3,54,11
83,35,6
76,60,7
10,57,6
32,24,13
55,37,11
41,11,9
19,25,8
28,7,10
5,88,9
98,26,7
1,76,7
38,85,8
83,66,7
50,93,8
50,68,7
76,4,7
62,95,6
30,65,5
30,97,5
10,20,8
10,27,5
61,0,4
61,83,6
37,39,8
45,37,2
63,44,10
63,41,11
78,36,6
7,69,8
7,26,4
17,89,9
17,7,9
71,87,10
32,93,6
95,88,8
69,33,4
97,59,6
60,27,7
23,16,7
39,10,7
43,25,7
91,44,8
18,73,7
99,82,9
33,45,9
84,21,6
66,45,5
6,78,9
51,49,3
26,51,8
29,50,8
14,15,10
4,0,5
21,51,7
65,60,8
16,63,6
39,85,6
79,23,7
91,17,5
96,3,7
96,79,7
28,18,4
58,8,4
83,67,11
10,18,4
10,13,6
61,4,7
16,8,8
35,17,8
34,7,7
45,95,7
92,59,4
63,62,10
78,30,7
70,7,9
2,22,7
32,98,1
32,60,5
48,44,4
86,56,11
86,75,4
90,9,9
0,83,5
24,62,7
97,89,8
97,48,5
23,32,9
39,16,6
88,92,8
18,89,5
55,56,9
75,98,7
99,50,12
77,15,11
77,17,7
19,97,7
28,65,8
25,72,5
73,66,6
67,56,8
5,22,6
12,84,4
21,16,6
62,51,11
10,59,3
87,1,8
81,19,11
82,3,8
77,83,7
33,22,5
59,92,6
1,9,9
29,4,7
15,1,9
38,19,9
83,79,10
74,90,8
85,21,7
85,92,3
30,21,4
49,68,10
13,9,7
61,34,10
35,4,5
35,7,6
34,62,5
37,40,7
45,63,7
31,73,6
63,29,12
63,50,12
40,92,7
78,38,6
7,15,7
70,63,3
17,81,11
71,60,9
32,80,6
32,58,6
95,73,7
95,62,8
48,35,8
86,8,7
90,44,7
90,45,8
0,84,9
0,5,7
69,24,12
97,23,10
97,74,5
23,15,11
39,22,6
39,58,6
68,8,8
77,13,6
41,81,4
46,79,8
72,59,10
14,78,12
85,54,9
16,60,7
88,18,9
91,7,6
46,17,8
42,13,7
89,12,7
5,76,9
98,93,6
15,22,8
65,30,8
62,92,6
30,27,6
49,13,10
10,16,4
37,36,6
45,54,11
7,49,6
7,57,9
27,8,3
32,89,8
32,97,8
0,32,5
69,28,7
24,97,9
97,21,6
97,10,4
60,65,6
81,57,8
91,55,4
33,36,10
46,89,6
47,51,7
66,11,10
72,87,3
6,77,5
5,28,9
4,64,5
58,46,6
3,49,10
20,52,7
76,38,6
62,4,7
63,87,9
87,28,9
23,94,8
91,15,9
91,75,8
41,1,8
41,7,10
46,13,3
59,67,7
67,64,5
1,63,4
52,67,8
52,68,2
58,3,7
83,77,7
62,60,11
16,16,5
35,11,5
64,80,6
45,72,8
31,57,7
40,8,8
7,32,6
11,86,9
11,58,8
80,81,9
80,11,9
87,73,8
0,85,8
23,2,9
56,69,5
77,60,3
41,71,5
84,91,4
84,22,6
22,19,10
12,67,5
4,24,7
3,33,6
50,12,6
20,44,4
85,37,8
85,53,5
62,46,9
69,78,6
8,25,7
81,14,6
88,23,10
68,96,10
96,34,3
41,16,1
28,20,8
47,15,8
47,85,5
73,12,4
4,72,8
58,94,6
38,23,7
74,68,8
85,68,6
49,11,6
92,1,5
36,19,13
36,31,9
80,24,11
80,28,8
81,80,7
54,85,7
82,39,7
56,74,5
75,51,7
5,7,12
26,42,5
14,52,12
15,83,9
38,51,4
76,54,5
65,36,9
8,26,6
79,95,4
68,84,4
82,30,7
55,83,8
41,5,5
67,95,6
42,12,7
98,90,7
26,12,5
52,29,7
4,91,10
57,14,8
38,88,1
38,59,1
38,53,8
85,75,5
85,81,7
44,23,9
34,42,8
64,3,10
45,87,6
45,18,7
92,23,9
71,20,12
36,66,7
95,80,7
48,49,11
11,85,6
24,92,5
8,99,8
81,61,9
55,60,8
99,40,10
77,61,7
84,87,4
22,37,6
59,14,8
73,78,8
89,59,8
14,75,9
4,58,9
4,50,9
58,48,7
16,64,6
81,12,5
18,29,8
54,9,4
96,74,5
46,4,6
22,66,5
42,70,5
89,93,7
93,68,9
98,16,8
98,76,6
1,73,6
26,0,6
3,77,3
15,5,2
74,81,10
49,15,10
35,72,6
53,67,5
53,17,3
78,86,6
78,85,5
7,46,5
27,85,9
71,46,10
36,12,9
0,89,7
24,73,6
60,12,4
56,68,6
99,14,8
41,64,7
19,88,6
47,59,5
72,70,8
73,72,8
5,52,8
12,47,7
21,34,10
15,91,5
83,34,6
20,41,5
49,36,13
95,9,8
95,31,8
91,87,8
96,72,7
28,8,9
25,21,4
25,30,9
33,34,8
47,83,6
22,80,7
73,1,8
89,92,9
93,94,9
5,99,10
26,35,5
52,83,7
29,14,10
58,84,4
85,89,8
61,88,7
34,40,8
53,40,1
31,36,6
78,56,9
7,90,7
70,11,9
94,85,6
27,6,9
27,49,6
2,47,6
95,56,9
11,81,5
80,49,8
80,53,6
69,34,5
97,43,5
23,12,9
43,80,4
68,6,7
77,11,9
25,94,4
47,57,4
59,56,9
5,6,8
51,27,3
51,9,7
98,56,9
12,69,3
32,4,8
91,98,8
54,6,8
55,67,10
25,24,11
33,21,7
22,54,11
93,63,7
98,74,7
98,79,7
1,22,5
29,30,8
15,36,8
76,79,6
30,52,7
49,2,11
44,98,4
13,25,6
53,51,7
45,89,8
40,62,4
7,70,3
70,53,3
71,94,8
32,85,5
80,91,4
90,36,10
0,96,7
0,90,7
60,58,9
23,46,6
39,54,9
88,44,9
88,60,6
54,91,5
99,16,5
19,42,8
47,49,5
72,58,11
67,44,7
51,25,7
52,57,5
29,61,5
29,71,6
4,11,12
21,15,11
58,39,7
74,44,6
76,55,6
44,65,8
61,39,8
63,79,12
23,90,9
8,13,6
79,63,4
55,76,3
96,87,6
47,22,8
22,62,4
1,86,6
26,24,13
26,16,2
52,90,7
12,1,7
3,91,8
15,30,8
76,35,6
30,61,4
44,34,9
61,11,11
16,0,4
16,70,5
40,60,9
94,43,9
94,90,5
71,83,7
71,86,8
71,55,8
36,51,9
36,35,8
48,31,9
11,16,2
24,43,8
97,78,7
8,80,7
81,66,5
81,77,7
91,46,6
18,38,8
55,50,9
75,61,9
75,71,6
99,26,10
99,33,6
77,36,10
28,71,5
12,80,2
12,68,7
74,67,7
13,55,5
61,35,6
35,40,6
87,21,4
88,12,6
19,19,9
25,27,4
33,17,9
33,2,5
73,27,5
98,99,7
26,18,7
26,19,8
58,12,3
3,86,6
15,6,8
38,63,8
20,14,5
20,91,3
85,26,3
30,69,8
13,27,8
34,4,3
37,85,7
45,35,7
92,39,7
92,91,7
92,19,9
40,93,7
78,95,2
7,98,7
70,13,5
17,10,9
27,83,8
27,60,6
2,39,6
2,36,5
71,80,6
48,24,12
48,99,4
80,10,6
97,8,7
97,35,6
39,25,8
54,36,9
56,89,4
99,99,8
41,94,5
28,99,7
46,73,6
59,23,6
66,20,8
66,24,11
66,61,5
72,48,7
73,96,5
6,8,8
1,43,7
14,3,12
4,43,11
21,28,11
83,49,13
50,9,9
76,40,4
65,58,7
62,18,10
49,48,10
63,65,10
63,83,10
36,90,5
36,73,6
55,17,8
96,69,7
96,24,10
77,88,4
