edge_1,edge_2,length
1,7,3
37,29,3
38,49,4
13,39,5
6,42,2
21,46,3
11,8,4
10,38,3
0,20,3
28,21,5
3,41,5
48,28,5
0,48,4
12,46,4
7,1,4
11,6,3
45,38,3
1,20,2
4,7,3
44,5,5
2,3,4
38,21,4
45,46,3
35,18,2
10,46,4
38,40,4
38,48,2
6,17,4
15,46,5
31,13,4
2,49,1
12,2,2
1,32,3
40,37,1
14,16,4
35,49,3
46,42,4
21,40,4
15,12,5
37,9,2
35,2,4
22,30,5
42,0,3
35,41,4
27,4,3
25,1,6
14,14,3
23,43,3
1,49,3
40,35,5
37,46,5
27,31,5
36,14,4
40,12,5
29,24,4
47,33,3
33,15,3
41,49,2
41,0,5
27,2,4
0,14,3
24,44,4
7,20,4
42,48,2
34,49,4
1,2,4
31,30,1
9,13,6
43,14,3
21,11,4
18,47,4
16,2,3
46,48,2
12,33,3
9,42,4
43,37,2
28,10,3
48,8,2
23,21,3
30,36,4
31,5,3
27,30,4
13,7,3
26,34,2
44,18,3
39,9,3
18,43,3
20,12,6
29,0,4
41,30,5
17,48,5
22,29,1
42,28,4
39,13,4
22,25,4
46,43,1
16,24,4
37,17,3
23,29,2
34,12,5
11,47,3
0,7,1
47,4,2
24,12,4
11,1,4
18,14,5
25,22,5
39,33,3
4,27,3
37,42,6
29,38,5
32,28,3
35,37,3
32,23,4
17,37,2
38,5,4
44,41,3
29,44,5
12,45,4
9,1,3
26,4,4
8,20,1
32,31,4
7,39,5
13,37,4
36,1,3
2,31,3
38,17,2
2,34,1
43,38,5
43,27,4
47,37,2
34,37,1
6,47,4
26,37,3
2,48,2
19,13,6
6,0,5
14,35,3
17,19,5
16,29,4
38,33,4
46,47,2
16,15,3
41,2,4
33,10,4
45,41,3
14,11,3
29,29,4
5,30,5
5,37,4
41,20,4
30,32,4
7,28,3
34,44,2
33,42,5
32,38,2
27,45,3
25,47,5
25,45,6
49,12,4
4,49,4
39,24,6
12,40,3
13,15,6
31,42,6
23,0,5
13,46,4
15,45,5
12,20,3
9,49,4
21,44,4
32,24,5
28,7,3
10,20,3
41,43,4
41,11,3
0,40,3
7,34,4
11,34,1
4,22,1
31,34,3
19,25,3
19,41,3
10,27,5
39,10,6
28,18,4
33,45,4
17,7,2
7,26,4
45,37,2
35,17,4
16,8,4
43,25,4
10,18,4
14,15,4
23,16,3
10,13,4
4,0,5
37,39,3
35,4,4
5,22,4
30,21,1
34,7,3
15,1,5
48,44,4
13,9,3
1,9,3
35,7,3
33,22,2
2,22,4
38,19,2
29,4,5
23,32,4
39,16,5
21,16,2
49,13,5
30,27,5
10,16,4
7,15,5
48,35,4
37,40,2
39,22,3
15,22,2
46,17,4
0,5,4
23,15,2
42,13,4
33,36,5
3,49,5
5,28,5
41,7,5
7,49,4
37,36,5
35,11,3
27,8,4
16,16,4
46,13,4
0,32,4
41,1,2
47,15,4
49,11,4
3,33,5
23,2,4
28,20,4
4,24,6
8,25,3
40,8,4
22,19,4
7,32,5
20,44,4
41,16,5
38,23,4
41,5,3
5,7,4
26,12,6
42,12,4
36,31,3
36,19,1
44,23,2
8,26,5
26,42,6
15,5,5
22,37,4
34,42,4
48,49,2
26,0,2
45,18,2
49,15,4
18,29,4
46,4,2
33,34,4
12,47,3
7,46,5
36,12,4
49,36,5
28,8,5
20,41,4
21,34,5
29,14,1
26,35,5
25,21,5
25,30,4
15,36,5
32,4,1
5,6,5
34,40,3
27,6,3
27,49,5
1,22,3
2,47,2
13,25,4
31,36,5
25,24,6
49,2,2
33,21,2
29,30,4
23,12,6
15,30,3
44,34,4
26,16,4
4,11,5
47,49,4
47,22,3
12,1,4
19,42,3
26,24,6
21,15,5
23,46,4
8,13,6
16,0,5
15,6,4
33,2,3
11,16,3
26,18,2
26,19,3
24,43,3
13,27,5
35,40,5
18,38,3
19,19,3
25,27,5
33,17,4
48,31,4
20,14,3
36,35,2
49,48,1
48,24,7
17,10,5
6,8,6
1,43,4
2,36,6
2,39,3
39,25,4
34,4,2
15,44,1
4,43,5
44,37,3
45,35,2
38,3,4
14,3,4
21,28,3
49,35,2
16,4,5
8,28,4
19,45,6
36,26,4
10,5,3
14,24,3
34,29,4
9,34,4
39,37,4
33,13,5
23,26,5
17,14,4
7,22,2
37,27,5
1,1,3
46,27,5
8,14,4
14,13,5
43,26,2
33,48,4
6,5,5
11,27,2
48,27,6
38,39,4
28,4,4
9,7,4
18,20,3
39,0,3
11,31,3
1,42,4
35,38,5
49,33,4
21,35,4
4,9,3
40,41,4
25,38,6
23,38,4
17,18,4
38,47,4
1,3,5
40,45,6
28,1,4
41,48,3
41,17,4
31,11,2
6,13,5
45,5,4
6,12,3
6,24,6
12,34,3
28,43,2
2,17,4
44,47,5
20,15,4
20,34,2
23,23,5
26,1,5
14,21,3
16,41,3
43,44,3
28,27,5
8,12,6
40,9,2
37,34,4
19,22,4
20,3,6
41,42,3
4,33,5
5,36,4
31,1,5
30,34,3
42,4,2
42,2,3
40,40,2
31,49,4
27,29,4
24,42,5
49,25,4
11,4,3
0,22,2
9,43,3
5,21,2
32,48,4
30,9,2
34,20,3
48,46,3
26,8,1
13,32,4
28,19,3
46,11,3
45,12,1
15,27,4
34,36,5
6,33,4
44,13,6
35,23,3
22,24,5
19,29,5
44,15,4
47,5,3
47,18,3
32,6,1
16,48,3
24,1,4
49,5,4
46,0,5
28,34,2
13,42,4
23,49,5
43,3,4
33,12,3
39,2,5
43,30,3
49,9,4
33,43,3
48,17,5
23,33,4
23,24,4
10,6,2
24,11,3
12,39,4
44,16,4
2,14,3
26,49,3
26,22,3
3,10,4
47,21,3
18,9,1
19,1,2
46,5,3
12,32,4
14,48,2
36,20,4
6,18,3
29,49,5
35,13,5
30,13,4
27,39,2
12,48,4
7,23,3
11,7,4
7,19,5
1,48,4
37,20,2
46,44,3
27,3,5
16,45,6
40,5,4
19,38,4
9,32,4
3,5,3
21,5,5
21,36,5
0,31,5
44,35,3
22,22,5
13,5,6
4,28,4
44,45,5
22,41,4
16,26,3
33,38,3
20,11,1
44,3,4
20,26,4
49,14,5
15,2,5
42,5,3
42,14,3
45,21,2
25,19,4
19,17,5
44,46,4
1,11,1
44,1,4
27,25,5
33,29,2
15,41,3
7,47,4
11,37,2
40,26,3
40,17,3
2,46,2
2,5,3
15,8,6
15,11,2
43,41,4
31,17,3
27,11,3
24,31,1
8,40,5
27,24,4
25,10,5
9,26,5
35,19,1
20,42,5
21,6,4
0,16,2
23,19,3
6,21,5
47,11,2
33,41,3
5,48,5
24,21,3
0,0,3
38,26,5
37,5,3
4,46,4
39,36,4
19,40,4
44,44,3
9,27,5
2,33,4
40,48,5
36,44,4
17,6,5
24,38,3
27,18,4
12,27,6
2,35,3
18,36,5
7,2,4
23,31,5
8,42,6
15,10,5
43,19,3
33,5,4
3,20,3
30,33,5
16,9,2
48,7,4
38,44,3
36,3,5
8,44,4
37,4,5
40,15,3
28,22,4
1,4,4
31,35,2
25,34,4
24,35,2
14,2,3
5,24,7
5,43,3
41,6,1
48,22,4
18,45,5
18,8,3
37,28,4
21,10,2
5,4,6
41,10,4
5,17,5
8,31,5
39,31,3
30,2,2
5,34,5
34,27,4
6,43,4
12,5,4
42,8,4
9,12,5
37,49,5
46,12,3
44,14,3
10,25,2
0,10,4
36,48,3
36,9,4
41,29,4
24,5,1
48,32,3
28,44,3
44,20,2
48,43,3
3,26,4
4,30,4
40,19,3
29,17,4
40,3,5
43,31,4
10,29,3
41,27,4
17,13,6
17,24,5
1,26,4
44,7,1
49,39,3
8,46,5
38,14,3
29,43,6
49,0,5
44,43,4
47,42,4
31,38,3
42,32,1
7,9,3
35,27,5
13,30,4
18,31,4
18,10,4
0,27,6
21,3,5
23,3,4
36,23,5
23,48,5
29,37,4
47,28,3
32,34,4
32,17,4
34,32,1
38,30,3
38,8,4
12,28,4
42,36,4
22,43,4
18,48,4
43,15,2
39,40,4
39,47,5
39,46,5
5,23,5
5,12,5
22,49,6
30,17,3
11,19,2
2,28,4
28,5,4
49,24,5
20,46,4
0,28,1
48,19,3
26,41,4
36,10,2
36,25,1
36,38,1
4,17,4
2,9,2
26,29,4
47,40,3
21,2,4
0,17,2
15,42,6
40,44,2
29,27,6
2,32,2
14,34,4
14,4,5
35,10,5
20,32,2
20,38,4
49,34,3
10,4,5
5,13,1
32,45,4
48,0,4
9,21,4
9,41,4
18,25,2
8,10,4
25,2,3
3,48,4
4,13,5
10,1,3
41,34,4
12,35,5
24,45,5
7,3,5
37,11,3
45,29,2
26,46,4
47,41,2
46,15,3
40,23,3
8,19,3
19,4,5
3,42,5
29,21,4
11,5,3
29,41,6
2,15,4
36,18,4
3,3,5
24,27,4
42,22,3
15,7,1
12,24,4
22,11,4
38,4,4
14,49,4
36,34,3
23,5,5
47,1,1
22,14,2
17,11,5
11,21,4
34,46,3
9,3,5
4,15,5
43,48,4
36,2,3
39,28,4
39,8,2
47,9,4
32,29,3
1,8,5
44,39,3
28,17,4
14,20,4
4,35,5
16,36,6
23,20,3
15,47,4
47,12,3
34,22,3
27,46,2
48,25,5
9,2,3
37,48,6
27,38,2
25,7,4
23,25,5
21,4,5
32,32,2
28,46,3
16,33,5
34,48,5
44,28,3
38,18,4
40,43,1
28,23,3
46,16,2
46,45,4
29,9,4
17,32,5
43,11,2
21,48,3
12,49,3
18,21,4
29,12,4
45,1,3
36,4,5
32,16,1
23,30,5
16,34,4
16,17,4
24,2,3
44,40,3
46,2,3
46,19,2
31,48,5
46,30,4
25,35,5
25,3,5
38,12,3
14,33,6
14,37,4
21,14,4
8,45,5
14,43,5
43,23,4
23,42,6
6,15,5
46,26,3
21,12,4
4,23,3
10,40,3
40,25,4
27,34,4
16,7,4
48,42,4
17,8,5
45,27,5
0,39,3
40,47,4
3,17,1
41,36,4
34,10,4
15,32,3
5,39,4
48,12,6
1,16,4
8,5,5
37,0,4
19,49,4
29,16,5
27,32,2
14,47,5
27,41,3
30,14,3
22,18,5
48,37,3
45,10,4
2,37,2
19,23,4
1,19,3
29,33,4
14,39,5
21,23,3
3,36,6
3,35,5
6,35,5
11,9,2
1,23,4
48,47,3
22,26,4
0,42,5
41,41,3
44,11,3
44,0,3
29,20,5
36,33,3
32,5,2
32,30,3
3,39,4
38,9,4
4,39,5
8,1,5
22,17,5
33,32,5
2,21,4
33,26,3
33,47,4
32,9,3
17,46,5
17,9,4
12,15,5
26,28,3
38,46,2
6,27,3
44,21,3
19,46,5
27,22,4
38,27,6
43,33,4
13,49,5
43,9,3
34,0,5
32,20,4
40,11,1
21,25,4
29,5,5
20,23,4
25,16,2
48,45,6
5,47,4
46,14,4
25,20,4
13,4,5
26,5,4
26,27,3
29,42,4
30,4,3
30,5,3
0,9,3
42,30,4
36,28,3
24,29,4
5,32,5
32,25,4
15,34,3
37,32,4
45,13,5
7,43,4
31,19,3
44,27,5
21,7,2
45,6,2
14,40,4
14,23,2
23,35,2
3,19,4
31,40,1
26,26,4
40,38,5
28,11,3
20,40,5
23,27,5
45,33,4
44,42,5
21,37,3
33,14,2
16,21,3
41,31,4
27,44,4
48,15,5
6,23,3
49,44,4
4,3,6
22,0,5
37,45,6
19,31,5
19,43,4
20,43,5
23,41,5
21,19,3
43,49,3
35,24,5
3,46,6
6,7,4
24,33,5
36,29,3
28,31,4
45,26,4
1,36,5
9,30,5
8,39,4
37,19,5
25,31,5
40,7,2
17,38,4
14,45,2
49,18,4
21,22,3
15,17,2
47,13,4
34,2,4
7,12,5
30,15,3
26,11,1
37,23,3
11,32,2
28,47,3
49,19,3
49,21,4
29,10,3
33,46,4
1,39,3
4,20,4
1,33,3
33,31,4
15,18,3
18,6,2
8,11,2
12,21,4
2,1,3
1,41,1
14,6,4
28,30,5
43,4,5
10,19,1
12,44,2
38,7,1
37,22,3
44,36,6
35,29,4
35,8,5
24,3,4
42,33,3
49,41,5
39,30,4
7,11,5
2,18,4
2,20,3
44,22,3
25,41,5
8,18,3
45,19,3
44,32,4
46,31,3
20,13,5
47,38,1
15,35,4
3,47,5
32,35,3
5,20,3
7,16,4
32,41,3
8,8,6
46,20,4
14,19,4
46,37,2
13,18,4
45,24,3
45,25,2
15,9,2
40,29,3
47,31,4
15,37,4
3,11,2
15,49,5
23,18,4
42,3,1
7,27,5
2,4,3
18,22,3
14,0,3
22,15,6
29,34,3
20,18,2
1,27,2
47,29,3
47,43,2
34,47,2
11,3,5
13,28,4
28,2,1
1,44,2
44,26,4
35,33,5
21,20,5
23,37,3
15,28,4
10,36,5
3,34,3
30,6,3
24,48,5
11,28,2
30,29,2
22,31,6
1,38,4
40,27,3
18,5,5
43,10,4
29,2,4
12,14,2
19,44,4
49,1,4
0,15,4
23,40,2
41,14,5
22,39,5
34,34,3
42,37,3
38,2,3
25,43,1
9,11,3
14,26,6
36,42,4
11,39,2
29,18,5
41,15,6
33,9,3
32,13,3
42,44,4
4,6,5
18,15,2
22,44,3
19,14,5
21,8,4
21,0,4
25,44,4
20,5,4
20,39,3
10,41,4
17,23,4
31,25,3
16,18,1
6,3,3
45,47,3
22,38,3
36,6,2
43,32,4
35,36,5
3,14,2
24,32,4
48,23,4
6,32,3
4,21,1
12,0,5
12,29,1
21,32,4
13,3,5
42,49,1
2,43,2
38,28,2
45,45,5
38,32,3
37,33,2
22,32,3
47,48,3
17,35,5
2,25,4
15,33,2
18,44,3
20,36,4
26,21,5
21,21,4
14,27,5
9,8,6
49,29,4
21,13,4
43,35,4
32,1,2
11,41,3
26,30,5
45,36,4
19,48,4
19,6,1
38,22,3
43,8,3
41,39,5
36,16,3
28,9,3
35,26,4
34,13,3
34,43,4
6,49,3
24,40,2
44,48,5
2,42,3
8,43,4
31,18,2
7,17,1
14,44,5
0,47,4
30,10,3
18,28,1
47,8,5
48,26,5
30,12,2
28,33,4
44,30,2
35,32,3
6,41,2
12,38,4
43,21,4
0,24,4
39,23,4
34,30,4
27,48,3
2,24,6
18,11,3
31,9,3
26,39,3
30,46,4
29,47,5
48,18,5
48,36,4
30,25,2
17,47,5
11,26,3
34,41,4
8,17,3
40,34,2
22,28,5
14,46,5
21,27,4
29,48,3
49,16,3
35,3,5
47,26,4
10,42,4
30,45,4
13,23,4
1,18,2
18,35,3
44,6,3
38,10,1
35,14,5
0,18,3
44,25,3
40,10,5
25,40,2
8,7,2
47,30,4
17,40,4
31,43,2
12,8,5
7,18,5
11,13,4
12,12,5
12,25,5
45,34,3
25,18,3
33,27,5
8,33,4
10,44,2
23,44,3
27,26,3
3,44,4
17,12,5
26,3,5
3,6,5
12,41,5
23,39,4
37,15,4
39,20,2
30,48,4
11,22,2
42,23,4
13,11,3
8,2,3
49,28,3
40,20,2
14,30,3
16,32,4
15,38,5
28,39,3
7,5,5
28,45,4
29,19,4
29,11,4
29,1,6
41,22,3
21,29,3
31,33,4
39,48,5
10,37,1
10,48,1
27,27,4
5,10,4
37,13,4
24,6,4
44,24,4
7,35,5
40,13,5
25,6,5
10,33,3
46,35,3
46,22,3
16,46,3
28,29,3
26,44,4
13,6,4
13,40,3
42,31,3
6,45,6
1,35,5
12,42,5
7,24,5
37,3,5
6,31,5
32,0,5
22,16,4
6,30,5
30,11,4
26,45,6
24,24,4
42,45,5
49,43,2
11,18,1
13,16,3
11,38,4
25,33,5
15,20,1
3,27,4
31,28,2
37,18,4
1,14,3
31,26,4
42,34,4
16,1,4
6,2,5
43,42,5
38,11,4
3,25,3
15,43,5
17,34,4
0,38,3
38,36,4
9,5,5
1,30,4
34,19,2
34,24,6
19,37,3
16,6,3
24,13,2
49,6,3
36,13,4
30,30,4
0,11,4
40,39,2
40,14,4
47,16,2
49,22,4
10,9,3
5,31,7
11,20,1
45,32,2
9,20,4
24,47,5
22,42,5
37,21,4
22,10,4
27,12,4
3,9,3
39,17,2
23,7,3
38,13,3
21,47,5
40,16,2
16,28,2
20,8,5
28,38,2
15,25,4
16,11,4
15,29,2
48,48,3
36,46,3
37,37,3
1,21,5
25,26,3
0,44,2
18,32,4
18,0,4
16,38,4
27,15,3
47,3,4
5,19,4
34,1,3
36,41,4
36,11,3
45,43,3
11,30,4
37,44,1
27,47,1
15,13,6
33,40,2
17,30,4
26,7,3
48,39,4
12,4,5
19,7,5
10,45,5
46,7,3
29,3,5
23,14,3
43,20,3
49,20,4
30,8,4
30,40,3
5,29,5
2,0,5
39,14,4
4,25,5
40,21,5
37,35,4
46,24,5
0,1,5
40,46,5
11,0,5
30,26,3
3,21,3
17,4,3
11,11,2
13,21,1
28,0,5
39,12,6
11,14,3
38,25,3
25,13,4
35,16,1
33,1,5
0,19,4
35,28,3
21,1,5
20,33,3
4,42,5
47,17,3
31,12,3
41,47,4
16,27,6
16,14,5
36,43,2
5,8,2
18,2,2
46,32,1
19,18,3
18,18,4
27,28,4
1,17,4
21,17,3
43,1,5
49,47,3
33,7,4
23,34,4
41,33,5
5,18,5
31,46,5
22,34,4
26,43,4
24,4,5
1,28,3
44,19,4
42,35,3
16,47,5
21,30,3
14,9,5
10,43,3
5,44,5
37,38,5
34,6,2
19,16,3
20,0,5
39,34,3
6,40,4
0,36,5
7,29,1
11,17,4
42,24,6
42,21,3
36,21,5
45,16,3
4,19,4
12,23,3
31,16,3
1,45,5
19,28,2
25,25,5
20,7,5
30,42,5
25,32,5
39,5,5
32,19,1
32,22,2
30,43,3
17,45,6
7,40,5
24,20,4
1,31,4
14,41,5
13,26,4
20,1,4
1,29,3
46,39,2
45,39,3
18,4,5
48,3,5
48,10,4
24,19,3
6,10,5
33,49,3
44,29,2
38,0,3
0,37,1
18,17,3
32,15,4
24,41,4
24,37,3
48,20,3
11,33,4
42,39,3
13,33,5
9,44,3
19,34,3
14,36,4
23,8,6
17,17,3
12,9,3
48,11,4
11,43,4
13,0,5
2,12,5
2,11,3
40,1,5
37,6,4
35,21,4
45,3,2
45,42,1
14,22,3
17,21,4
28,12,4
23,9,4
31,41,3
27,0,4
7,8,5
36,32,4
37,43,3
1,34,2
17,44,3
22,7,4
16,19,2
25,28,4
0,49,3
26,10,5
41,38,5
20,10,5
29,23,3
34,21,3
17,28,2
5,15,5
39,39,4
28,49,2
17,43,3
26,31,4
13,48,4
8,15,5
18,7,3
31,4,4
8,4,4
21,33,5
29,32,4
23,22,1
2,10,3
27,43,3
0,41,3
48,5,3
13,2,4
45,23,4
7,13,6
2,41,4
22,21,5
21,18,3
10,26,5
28,48,3
33,30,1
30,19,2
24,30,2
11,48,4
1,40,3
1,12,2
38,34,4
37,10,6
46,23,5
19,30,5
23,11,3
11,46,4
36,7,2
32,3,4
32,14,4
10,3,5
30,23,3
24,36,2
37,26,4
9,40,3
18,13,3
18,23,2
18,27,5
29,31,5
39,18,3
35,30,3
41,28,5
41,37,3
26,13,5
31,22,2
40,28,3
8,27,4
14,32,4
36,45,3
37,25,4
19,35,2
5,0,6
7,45,4
15,4,4
7,44,2
38,24,5
28,35,4
24,15,5
49,32,2
2,23,3
4,26,4
25,12,3
41,9,3
41,44,4
39,44,2
0,8,4
28,25,1
4,36,4
35,20,4
8,21,5
22,13,6
35,5,4
37,12,5
19,12,4
47,46,1
19,20,3
8,36,2
20,49,5
3,2,4
43,12,4
31,15,4
9,22,2
4,14,3
43,5,5
48,4,4
20,37,3
34,3,5
25,9,4
5,35,3
5,26,5
27,19,3
48,41,5
1,5,4
40,24,6
8,49,4
0,35,5
29,46,6
17,25,2
49,38,3
30,16,2
10,49,3
42,11,3
37,7,2
44,12,4
33,33,5
41,13,4
14,31,4
28,13,5
25,14,4
9,33,4
23,13,6
23,45,5
10,34,3
13,47,3
48,14,4
4,40,4
22,47,2
44,17,2
2,27,5
41,35,4
39,7,2
35,48,4
30,47,3
17,22,3
16,40,4
12,36,6
36,24,6
45,22,2
2,44,3
3,37,3
32,12,4
40,32,3
35,47,4
8,22,2
7,42,5
5,2,4
39,41,4
31,32,4
41,45,7
6,26,5
6,46,4
42,41,3
13,14,5
9,24,5
33,3,3
34,16,2
46,10,1
42,16,2
15,3,5
49,7,3
41,18,4
17,39,4
6,39,4
6,44,3
7,30,4
11,15,3
38,43,3
8,24,5
31,23,2
38,45,2
46,25,3
19,21,6
33,0,5
12,31,5
20,16,3
20,9,3
14,29,4
24,22,3
18,42,4
12,18,4
46,41,4
10,12,5
37,2,5
21,41,4
44,33,1
3,29,1
32,44,4
10,22,3
6,36,3
0,30,4
36,5,5
5,1,3
9,48,5
37,8,5
27,21,4
27,1,2
31,14,4
8,0,4
14,7,4
13,34,4
43,24,5
5,3,5
11,44,3
42,38,3
37,24,5
16,10,4
6,14,4
29,15,5
33,11,3
46,21,3
45,2,2
36,0,4
9,45,6
9,0,6
35,39,3
49,3,5
36,17,3
6,11,2
4,38,2
9,18,4
19,32,4
19,9,3
29,7,5
44,49,4
19,27,4
49,27,5
28,3,5
43,39,1
32,18,2
13,29,4
1,15,4
44,4,5
20,4,3
4,31,3
21,26,3
9,15,3
39,21,5
27,33,4
15,23,3
3,40,2
35,42,4
27,5,4
12,43,4
24,23,3
9,14,4
35,46,4
23,4,5
14,18,4
14,28,4
48,2,1
17,36,6
17,20,4
12,26,4
9,39,4
40,30,4
18,46,4
19,3,4
29,25,5
0,6,4
9,25,2
29,39,6
29,13,6
43,13,5
35,6,2
48,34,2
48,16,4
36,8,5
9,9,4
18,3,4
47,14,4
12,6,5
14,12,3
39,29,3
10,28,1
21,31,6
16,37,4
10,47,4
3,12,5
0,2,2
7,7,3
38,35,4
9,47,4
38,42,3
46,34,4
30,38,2
38,41,3
8,48,5
47,6,2
32,21,2
41,23,4
11,49,4
32,7,3
26,36,3
26,23,4
6,29,4
6,38,4
49,40,3
3,8,5
11,25,3
27,20,4
8,30,5
43,29,2
23,1,4
10,11,3
5,46,5
0,43,2
33,25,3
18,34,3
31,27,3
27,40,4
25,46,5
1,13,4
42,9,3
22,35,5
28,37,3
47,27,3
49,23,4
3,4,2
3,31,4
33,4,4
10,17,4
31,24,3
17,15,5
0,26,3
42,29,2
24,0,5
9,28,5
24,14,5
4,2,5
19,5,5
18,24,5
32,46,2
46,8,4
5,27,5
14,42,3
15,21,4
24,16,3
36,15,4
6,16,4
35,22,4
39,15,1
26,33,5
8,29,3
7,10,4
19,15,5
20,45,5
4,18,4
29,36,5
13,43,4
47,36,5
16,23,3
11,40,4
45,28,2
22,5,5
31,0,4
49,42,5
36,49,4
46,1,3
21,39,4
29,6,5
14,1,5
32,39,3
47,0,4
32,40,4
33,16,3
13,12,5
7,38,5
6,34,3
45,14,3
8,34,3
20,35,5
4,4,5
41,25,4
29,45,3
49,30,3
15,31,5
9,29,3
9,38,5
1,24,6
27,7,3
20,24,6
47,44,3
21,38,1
0,29,2
25,23,5
30,49,3
15,48,5
39,1,6
30,41,2
11,2,3
42,46,2
34,39,4
4,48,4
17,5,5
40,18,2
31,44,3
12,11,4
9,23,1
38,31,5
43,2,4
25,42,6
10,10,4
11,36,5
21,9,2
47,25,4
23,28,5
10,14,4
34,38,3
11,24,6
9,36,5
35,35,3
6,6,3
49,8,3
33,6,4
15,19,3
8,6,4
12,13,5
2,8,4
20,21,4
18,33,4
39,43,5
43,18,2
17,27,4
13,22,3
45,11,4
4,41,5
19,36,4
13,41,5
0,46,4
45,8,5
29,40,5
3,16,4
43,28,3
10,7,3
27,37,3
16,30,2
0,3,3
1,47,3
4,37,4
4,32,4
46,33,3
40,22,3
9,31,6
28,42,4
33,18,2
30,20,4
13,17,4
44,2,4
46,9,4
35,43,5
0,45,5
20,17,4
36,37,3
16,35,3
25,36,6
8,35,4
28,41,4
3,0,2
41,19,5
13,38,2
7,36,5
32,37,3
19,24,5
29,28,4
20,6,3
20,31,4
6,28,4
12,10,4
45,15,4
4,34,5
21,49,4
5,45,5
17,26,4
17,42,6
27,17,4
13,19,3
5,41,4
39,32,4
38,38,4
44,38,4
43,43,2
12,16,5
20,27,3
23,36,4
17,41,4
6,48,4
16,49,2
24,25,3
9,6,2
1,6,2
24,49,4
37,47,4
19,26,5
10,0,5
6,19,4
25,17,4
15,40,4
15,39,4
34,18,3
42,43,2
42,6,1
34,45,5
4,1,4
40,36,4
22,46,3
1,10,5
14,5,4
40,4,4
3,32,4
3,7,3
6,9,2
7,48,4
9,19,4
13,1,4
39,26,1
22,36,3
25,15,3
3,38,4
41,46,3
22,48,4
27,23,3
31,6,4
14,25,4
21,45,3
0,33,3
19,0,6
32,11,3
5,9,4
41,26,3
16,5,5
26,2,4
8,41,4
40,2,4
25,48,5
0,4,4
46,36,5
13,13,5
49,17,4
45,44,3
41,21,5
39,35,5
28,40,2
43,6,4
5,11,4
5,14,6
31,29,3
3,24,5
27,36,5
45,9,3
18,19,1
12,22,4
20,47,3
20,19,3
43,36,5
43,47,5
49,4,3
15,16,4
35,9,2
32,42,3
30,31,3
17,16,3
30,7,3
26,17,1
19,8,6
46,49,4
18,12,5
25,37,3
43,16,1
4,45,4
5,42,4
35,12,4
17,29,3
31,10,4
31,8,5
26,14,4
36,40,3
9,46,3
2,7,4
4,8,5
12,3,6
10,32,4
4,16,3
49,31,2
32,47,1
34,17,4
16,44,4
42,17,2
18,26,2
47,34,3
22,2,5
40,33,3
46,29,3
25,5,6
19,10,5
24,8,3
40,49,4
22,12,5
30,37,3
24,18,3
11,45,5
13,36,3
